Time	Type	LotNo	Zone	Row
03/11/2011 00:04:09	Acc_4Dr_LH	0	CLow	2
03/11/2011 00:04:09	Acc_4Dr_LH	0	CLow	2
03/11/2011 00:04:09	Acc_4Dr_LH	0	CLow	2
03/11/2011 00:04:09	Acc_4Dr_LH	0	CLow	2
03/11/2011 00:04:09	Acc_4Dr_LH	0	CLow	2
03/11/2011 00:04:09	Acc_4Dr_LH	0	CLow	2
03/11/2011 00:20:24	Acc_4Dr_RH	0	CHigh	1
03/11/2011 00:20:24	Acc_4Dr_RH	0	CHigh	1
03/11/2011 00:20:24	Acc_4Dr_RH	0	CHigh	1
03/11/2011 00:20:24	Acc_4Dr_RH	0	CHigh	1
03/11/2011 00:20:24	Acc_4Dr_RH	0	CHigh	1
03/11/2011 00:29:13	Acc_4Dr_RH	0	CLow	6
03/11/2011 00:39:31	Acc_4Dr_LH	0	CLow	2
03/11/2011 00:39:31	Acc_4Dr_LH	0	CLow	2
03/11/2011 00:39:31	Acc_4Dr_LH	0	CLow	2
03/11/2011 00:39:31	Acc_4Dr_LH	0	CLow	2
03/11/2011 00:39:31	Acc_4Dr_LH	0	CLow	2
03/11/2011 00:39:31	Acc_4Dr_LH	0	CLow	2
03/11/2011 00:55:48	Acc_4Dr_RH	0	CLow	6
03/11/2011 00:55:48	Acc_4Dr_RH	0	CLow	6
03/11/2011 00:55:48	Acc_4Dr_RH	0	CLow	6
03/11/2011 00:55:48	Acc_4Dr_RH	0	CLow	6
03/11/2011 00:55:48	Acc_4Dr_RH	0	CLow	6
03/11/2011 00:55:48	Acc_4Dr_RH	0	CLow	6
03/11/2011 01:11:35	Acc_4Dr_LH	0	CLow	2
03/11/2011 01:11:35	Acc_4Dr_LH	0	CLow	2
03/11/2011 01:11:35	Acc_4Dr_LH	0	CLow	2
03/11/2011 01:11:35	Acc_4Dr_LH	0	CLow	2
03/11/2011 01:23:11	Acc_4Dr_RH	0	CLow	6
03/11/2011 01:23:11	Acc_4Dr_RH	0	CLow	6
03/11/2011 01:23:11	Acc_4Dr_RH	0	CLow	6
03/11/2011 01:23:11	Acc_4Dr_RH	0	CLow	6
03/11/2011 02:43:29	TL_RH	0	CHigh	18
03/11/2011 02:43:29	TL_RH	0	CHigh	18
03/11/2011 02:43:29	TL_RH	0	CHigh	18
03/11/2011 02:43:29	TL_RH	0	CHigh	18
03/11/2011 02:43:29	TL_RH	0	CHigh	18
03/11/2011 07:37:32	TL_LH	0	CHigh	12
03/11/2011 07:37:32	TL_LH	0	CHigh	12
03/11/2011 07:37:32	TL_LH	0	CHigh	12
03/11/2011 07:37:32	TL_LH	0	CHigh	12
03/11/2011 07:37:32	TL_LH	0	CHigh	12
03/11/2011 07:52:49	TL_RH	0	CHigh	18
03/11/2011 07:52:49	TL_RH	0	CHigh	18
03/11/2011 07:52:49	TL_RH	0	CHigh	18
03/11/2011 07:52:49	TL_RH	0	CHigh	18
03/11/2011 07:52:49	TL_RH	0	CHigh	18
03/11/2011 08:18:13	TL_LH	0	CHigh	12
03/11/2011 08:18:13	TL_LH	0	CHigh	12
03/11/2011 08:18:13	TL_LH	0	CHigh	12
03/11/2011 08:18:13	TL_LH	0	CHigh	12
03/11/2011 08:18:13	TL_LH	0	CHigh	12
03/11/2011 08:33:31	TL_RH	0	CHigh	17
03/11/2011 08:33:31	TL_RH	0	CHigh	17
03/11/2011 08:33:31	TL_RH	0	CHigh	17
03/11/2011 08:33:31	TL_RH	0	CHigh	17
03/11/2011 09:17:48	TL_LH	0	CHigh	12
03/11/2011 09:19:13	TL_LH	0	CHigh	11
03/11/2011 09:19:13	TL_LH	0	CHigh	11
03/11/2011 09:19:13	TL_LH	0	CHigh	11
03/11/2011 10:05:03	TL_LH	0	CHigh	11
03/11/2011 10:15:23	NM_LH	0	ABay	1
03/11/2011 10:15:23	NM_LH	0	ABay	1
03/11/2011 10:15:23	NM_LH	0	ABay	1
03/11/2011 10:15:23	NM_LH	0	ABay	1
03/11/2011 10:15:23	NM_LH	0	ABay	1
03/11/2011 10:25:46	NM_RH	0	ABay	4
03/11/2011 10:25:46	NM_RH	0	ABay	4
03/11/2011 10:25:46	NM_RH	0	ABay	4
03/11/2011 10:25:46	NM_RH	0	ABay	4
03/11/2011 10:25:46	NM_RH	0	ABay	4
03/11/2011 11:12:09	NM_LH	0	ABay	1
03/11/2011 11:12:09	NM_LH	0	ABay	1
03/11/2011 11:12:09	NM_LH	0	ABay	1
03/11/2011 11:12:09	NM_LH	0	ABay	1
03/11/2011 11:12:09	NM_LH	0	ABay	1
03/11/2011 11:24:29	NM_RH	0	ABay	3
03/11/2011 11:24:29	NM_RH	0	ABay	3
03/11/2011 11:24:29	NM_RH	0	ABay	3
03/11/2011 11:24:29	NM_RH	0	ABay	3
03/11/2011 11:24:29	NM_RH	0	ABay	3
03/11/2011 11:42:13	Acc_4Dr_LH	0	CLow	1
03/11/2011 11:42:13	Acc_4Dr_LH	0	CLow	1
03/11/2011 11:42:13	Acc_4Dr_LH	0	CLow	1
03/11/2011 11:42:13	Acc_4Dr_LH	0	CLow	1
03/11/2011 11:48:23	Acc_4Dr_LH	2	CHigh	12
03/11/2011 11:48:23	Acc_4Dr_LH	2	CHigh	12
03/11/2011 11:58:31	Acc_4Dr_RH	0	CLow	5
03/11/2011 11:58:31	Acc_4Dr_RH	0	CLow	5
03/11/2011 11:58:31	Acc_4Dr_RH	0	CLow	5
03/11/2011 11:58:31	Acc_4Dr_RH	0	CLow	5
03/11/2011 11:58:31	Acc_4Dr_RH	0	CLow	5
03/11/2011 11:58:31	Acc_4Dr_RH	0	CLow	5
03/11/2011 13:05:52	Acc_4Dr_LH	2	CHigh	12
03/11/2011 13:05:52	Acc_4Dr_LH	2	CHigh	12
03/11/2011 13:05:52	Acc_4Dr_LH	2	CHigh	12
03/11/2011 13:05:52	Acc_4Dr_LH	2	CHigh	12
03/11/2011 13:05:52	Acc_4Dr_LH	2	CHigh	12
03/11/2011 13:05:52	Acc_4Dr_LH	2	CHigh	12
03/11/2011 13:23:30	Acc_4Dr_RH	0	CLow	5
03/11/2011 13:23:30	Acc_4Dr_RH	0	CLow	5
03/11/2011 13:23:30	Acc_4Dr_RH	0	CLow	5
03/11/2011 13:23:30	Acc_4Dr_RH	0	CLow	5
03/11/2011 13:23:30	Acc_4Dr_RH	0	CLow	5
03/11/2011 13:23:30	Acc_4Dr_RH	0	CLow	5
03/11/2011 13:51:29	Acc_4Dr_LH	2	CHigh	12
03/11/2011 13:51:29	Acc_4Dr_LH	2	CHigh	12
03/11/2011 13:54:23	Acc_4Dr_LH	2	CLow	1
03/11/2011 13:54:23	Acc_4Dr_LH	2	CLow	1
03/11/2011 14:04:27	Acc_4Dr_RH	0	CLow	5
03/11/2011 14:04:27	Acc_4Dr_RH	0	CLow	5
03/11/2011 14:04:27	Acc_4Dr_RH	0	CLow	5
03/11/2011 14:04:27	Acc_4Dr_RH	0	CLow	5
03/11/2011 17:29:48	TL_LH	0	CHigh	11
03/11/2011 17:29:48	TL_LH	0	CHigh	11
03/11/2011 17:29:48	TL_LH	0	CHigh	11
03/11/2011 17:29:48	TL_LH	0	CHigh	11
03/11/2011 17:29:48	TL_LH	0	CHigh	11
03/11/2011 17:45:21	TL_RH	0	CHigh	17
03/11/2011 17:45:21	TL_RH	0	CHigh	17
03/11/2011 17:45:21	TL_RH	0	CHigh	17
03/11/2011 17:45:21	TL_RH	0	CHigh	17
03/11/2011 17:45:21	TL_RH	0	CHigh	17
03/11/2011 18:32:14	TL_LH	0	CHigh	11
03/11/2011 18:32:14	TL_LH	0	CHigh	11
03/11/2011 18:32:14	TL_LH	0	CHigh	11
03/11/2011 18:36:36	TL_LH	0	CHigh	10
03/11/2011 18:36:36	TL_LH	0	CHigh	10
03/11/2011 18:47:46	TL_RH	0	CHigh	17
03/11/2011 18:47:46	TL_RH	0	CHigh	17
03/11/2011 18:47:46	TL_RH	0	CHigh	17
03/11/2011 18:50:10	TL_RH	0	CHigh	16
03/11/2011 18:50:10	TL_RH	0	CHigh	16
03/11/2011 19:18:21	TL_LH	0	CHigh	10
03/11/2011 19:18:21	TL_LH	0	CHigh	10
03/11/2011 19:26:59	TL_RH	0	CHigh	16
03/11/2011 19:26:59	TL_RH	0	CHigh	16
03/11/2011 19:50:55	NM_LH	0	ABay	1
03/11/2011 19:50:55	NM_LH	0	ABay	1
03/11/2011 19:50:55	NM_LH	0	ABay	1
03/11/2011 19:50:55	NM_LH	0	ABay	1
03/11/2011 19:50:55	NM_LH	0	ABay	1
03/11/2011 20:03:15	NM_RH	0	ABay	3
03/11/2011 20:03:15	NM_RH	0	ABay	3
03/11/2011 20:03:15	NM_RH	0	ABay	3
03/11/2011 20:03:15	NM_RH	0	ABay	3
03/11/2011 20:03:15	NM_RH	0	ABay	3
03/11/2011 20:48:39	NM_LH	0	ABay	1
03/11/2011 20:48:39	NM_LH	0	ABay	1
03/11/2011 20:48:39	NM_LH	0	ABay	1
03/11/2011 20:48:39	NM_LH	0	ABay	1
03/11/2011 20:58:31	NM_RH	0	ABay	3
03/11/2011 20:58:31	NM_RH	0	ABay	3
03/11/2011 20:58:31	NM_RH	0	ABay	3
03/11/2011 20:58:31	NM_RH	0	ABay	3
03/11/2011 21:44:52	Acc_4Dr_LH	2	CLow	6
03/11/2011 21:44:52	Acc_4Dr_LH	2	CLow	6
03/11/2011 21:44:52	Acc_4Dr_LH	2	CLow	6
03/11/2011 21:44:52	Acc_4Dr_LH	2	CLow	6
03/11/2011 21:44:52	Acc_4Dr_LH	2	CLow	6
03/11/2011 21:44:52	Acc_4Dr_LH	2	CLow	6
03/11/2011 22:07:57	Acc_4Dr_RH	0	CLow	4
03/11/2011 22:07:57	Acc_4Dr_RH	0	CLow	4
03/11/2011 22:07:57	Acc_4Dr_RH	0	CLow	4
03/11/2011 22:07:57	Acc_4Dr_RH	0	CLow	4
03/11/2011 22:07:57	Acc_4Dr_RH	0	CLow	4
03/11/2011 22:07:57	Acc_4Dr_RH	0	CLow	4
03/11/2011 23:19:37	Acc_4Dr_LH	2	CLow	6
03/11/2011 23:19:37	Acc_4Dr_LH	2	CLow	6
03/11/2011 23:19:37	Acc_4Dr_LH	2	CLow	6
03/11/2011 23:19:37	Acc_4Dr_LH	2	CLow	6
03/11/2011 23:19:37	Acc_4Dr_LH	2	CLow	6
03/11/2011 23:19:37	Acc_4Dr_LH	2	CLow	6
03/11/2011 23:43:18	Acc_4Dr_RH	0	CLow	3
03/11/2011 23:43:18	Acc_4Dr_RH	0	CLow	3
03/11/2011 23:43:18	Acc_4Dr_RH	0	CLow	3
03/11/2011 23:43:18	Acc_4Dr_RH	0	CLow	3
03/11/2011 23:43:18	Acc_4Dr_RH	0	CLow	3
03/11/2011 23:43:18	Acc_4Dr_RH	0	CLow	3
03/12/2011 01:04:31	Acc_4Dr_LH	2	CLow	6
03/12/2011 01:04:31	Acc_4Dr_LH	2	CLow	6
03/12/2011 01:04:31	Acc_4Dr_LH	2	CLow	6
03/12/2011 01:04:31	Acc_4Dr_LH	2	CLow	6
03/12/2011 01:20:07	Acc_4Dr_RH	0	CLow	3
03/12/2011 01:20:07	Acc_4Dr_RH	0	CLow	3
03/12/2011 01:20:07	Acc_4Dr_RH	0	CLow	3
03/12/2011 01:20:07	Acc_4Dr_RH	0	CLow	3
03/12/2011 06:48:12	TL_LH	0	CHigh	10
03/12/2011 06:48:12	TL_LH	0	CHigh	10
03/12/2011 06:48:12	TL_LH	0	CHigh	10
03/12/2011 06:48:12	TL_LH	0	CHigh	10
03/12/2011 06:48:12	TL_LH	0	CHigh	10
03/12/2011 07:03:53	TL_RH	0	CHigh	16
03/12/2011 07:03:53	TL_RH	0	CHigh	16
03/12/2011 07:03:53	TL_RH	0	CHigh	16
03/12/2011 07:03:53	TL_RH	0	CHigh	16
03/12/2011 07:03:53	TL_RH	0	CHigh	16
03/12/2011 08:20:06	TL_LH	0	CHigh	10
03/12/2011 08:20:06	TL_LH	0	CHigh	10
03/12/2011 08:20:06	TL_LH	0	CHigh	10
03/12/2011 08:24:36	TL_LH	19	CHigh	10
03/12/2011 08:24:36	TL_LH	19	CHigh	10
03/12/2011 08:35:46	TL_RH	0	CHigh	16
03/12/2011 08:35:46	TL_RH	0	CHigh	16
03/12/2011 08:35:46	TL_RH	0	CHigh	16
03/12/2011 08:38:32	TL_RH	0	CHigh	15
03/12/2011 08:38:32	TL_RH	0	CHigh	15
03/12/2011 09:08:27	TL_LH	19	CHigh	10
03/12/2011 09:08:27	TL_LH	19	CHigh	10
03/12/2011 09:08:27	TL_LH	19	CHigh	10
03/12/2011 09:08:27	TL_LH	19	CHigh	10
03/12/2011 09:21:46	TL_RH	0	CHigh	15
03/12/2011 09:21:46	TL_RH	0	CHigh	15
03/12/2011 09:21:46	TL_RH	0	CHigh	15
03/12/2011 09:21:46	TL_RH	0	CHigh	15
03/12/2011 09:50:23	NM_LH	10	ABay	5
03/12/2011 09:50:23	NM_LH	10	ABay	5
03/12/2011 09:50:23	NM_LH	10	ABay	5
03/12/2011 09:50:23	NM_LH	10	ABay	5
03/12/2011 09:50:23	NM_LH	10	ABay	5
03/12/2011 10:05:48	NM_RH	0	ABay	3
03/12/2011 10:05:48	NM_RH	0	ABay	3
03/12/2011 10:05:48	NM_RH	0	ABay	3
03/12/2011 10:05:48	NM_RH	0	ABay	3
03/12/2011 10:05:48	NM_RH	0	ABay	3
03/12/2011 11:07:57	NM_LH	10	ABay	5
03/12/2011 11:07:57	NM_LH	10	ABay	5
03/12/2011 11:07:57	NM_LH	10	ABay	5
03/12/2011 11:07:57	NM_LH	10	ABay	5
03/12/2011 11:07:57	NM_LH	10	ABay	5
03/12/2011 11:21:17	NM_RH	0	ABay	3
03/12/2011 11:21:17	NM_RH	0	ABay	3
03/12/2011 11:26:40	NM_RH	0	ABay	2
03/12/2011 11:26:40	NM_RH	0	ABay	2
03/12/2011 11:26:40	NM_RH	0	ABay	2
03/12/2011 12:08:24	Acc_4Dr_LH	2	CHigh	18
03/12/2011 12:08:24	Acc_4Dr_LH	2	CHigh	18
03/12/2011 12:08:24	Acc_4Dr_LH	2	CHigh	18
03/12/2011 12:08:24	Acc_4Dr_LH	2	CHigh	18
03/12/2011 12:08:24	Acc_4Dr_LH	2	CHigh	18
03/12/2011 12:08:24	Acc_4Dr_LH	2	CHigh	18
03/12/2011 12:25:11	Acc_4Dr_RH	8	CHigh	12
03/12/2011 12:25:11	Acc_4Dr_RH	8	CHigh	12
03/12/2011 12:25:11	Acc_4Dr_RH	8	CHigh	12
03/12/2011 12:25:11	Acc_4Dr_RH	8	CHigh	12
03/12/2011 12:25:11	Acc_4Dr_RH	8	CHigh	12
03/12/2011 12:25:11	Acc_4Dr_RH	8	CHigh	12
03/12/2011 13:46:13	Acc_4Dr_LH	2	CHigh	4
03/12/2011 13:46:13	Acc_4Dr_LH	2	CHigh	4
03/12/2011 13:46:13	Acc_4Dr_LH	2	CHigh	4
03/12/2011 13:46:13	Acc_4Dr_LH	2	CHigh	4
03/12/2011 13:46:13	Acc_4Dr_LH	2	CHigh	4
03/12/2011 13:46:13	Acc_4Dr_LH	2	CHigh	4
03/12/2011 14:04:58	Acc_4Dr_RH	8	CHigh	12
03/12/2011 14:04:58	Acc_4Dr_RH	8	CHigh	12
03/12/2011 14:07:51	Acc_4Dr_RH	8	CHigh	11
03/12/2011 14:07:51	Acc_4Dr_RH	8	CHigh	11
03/12/2011 14:07:51	Acc_4Dr_RH	8	CHigh	11
03/12/2011 14:07:51	Acc_4Dr_RH	8	CHigh	11
03/12/2011 14:57:08	Acc_4Dr_LH	2	CHigh	1
03/12/2011 14:57:08	Acc_4Dr_LH	2	CHigh	1
03/12/2011 14:57:08	Acc_4Dr_LH	2	CHigh	1
03/12/2011 14:57:08	Acc_4Dr_LH	2	CHigh	1
03/12/2011 15:11:34	Acc_4Dr_RH	8	CHigh	11
03/12/2011 15:11:34	Acc_4Dr_RH	8	CHigh	11
03/12/2011 15:11:34	Acc_4Dr_RH	8	CHigh	11
03/12/2011 15:11:34	Acc_4Dr_RH	8	CHigh	11
03/12/2011 18:30:39	TL_LH	19	CHigh	10
03/12/2011 18:30:39	TL_LH	19	CHigh	10
03/12/2011 18:30:39	TL_LH	19	CHigh	10
03/12/2011 18:35:08	TL_LH	19	CHigh	7
03/12/2011 18:35:08	TL_LH	19	CHigh	7
03/12/2011 18:46:19	TL_RH	0	CHigh	15
03/12/2011 18:46:19	TL_RH	0	CHigh	15
03/12/2011 18:46:19	TL_RH	0	CHigh	15
03/12/2011 18:46:19	TL_RH	0	CHigh	15
03/12/2011 18:46:19	TL_RH	0	CHigh	15
03/12/2011 19:19:15	TL_LH	19	CHigh	7
03/12/2011 19:19:15	TL_LH	19	CHigh	7
03/12/2011 19:19:15	TL_LH	19	CHigh	7
03/12/2011 19:19:15	TL_LH	19	CHigh	7
03/12/2011 19:19:15	TL_LH	19	CHigh	7
03/12/2011 19:35:17	TL_RH	0	CHigh	15
03/12/2011 19:36:12	TL_RH	0	CHigh	14
03/12/2011 19:36:12	TL_RH	0	CHigh	14
03/12/2011 19:36:12	TL_RH	0	CHigh	14
03/12/2011 19:36:12	TL_RH	0	CHigh	14
03/12/2011 20:44:21	TL_LH	19	CHigh	7
03/12/2011 20:46:30	TL_LH	19	CHigh	16
03/12/2011 20:53:21	TL_RH	0	CHigh	14
03/12/2011 20:53:21	TL_RH	0	CHigh	14
03/12/2011 21:20:07	NM_LH	10	ABay	5
03/12/2011 21:20:07	NM_LH	10	ABay	5
03/12/2011 21:26:14	NM_LH	10	ABay	4
03/12/2011 21:26:14	NM_LH	10	ABay	4
03/12/2011 21:26:14	NM_LH	10	ABay	4
03/12/2011 21:26:14	NM_LH	10	ABay	4
03/12/2011 21:37:38	NM_RH	0	ABay	2
03/12/2011 21:37:38	NM_RH	0	ABay	2
03/12/2011 21:37:38	NM_RH	0	ABay	2
03/12/2011 21:37:38	NM_RH	0	ABay	2
03/12/2011 21:37:38	NM_RH	0	ABay	2
03/12/2011 22:06:52	NM_LH	10	ABay	4
03/12/2011 22:06:52	NM_LH	10	ABay	4
03/12/2011 22:06:52	NM_LH	10	ABay	4
03/12/2011 22:06:52	NM_LH	10	ABay	4
03/12/2011 22:18:13	NM_RH	0	ABay	2
03/12/2011 22:18:13	NM_RH	0	ABay	2
03/12/2011 22:18:13	NM_RH	0	ABay	2
03/12/2011 22:18:13	NM_RH	0	ABay	2
03/12/2011 22:34:51	Acc_4Dr_LH	2	CLow	2
03/12/2011 22:34:51	Acc_4Dr_LH	2	CLow	2
03/12/2011 22:34:51	Acc_4Dr_LH	2	CLow	2
03/12/2011 22:34:51	Acc_4Dr_LH	2	CLow	2
03/12/2011 22:34:51	Acc_4Dr_LH	2	CLow	2
03/12/2011 22:34:51	Acc_4Dr_LH	2	CLow	2
03/12/2011 22:51:01	Acc_4Dr_RH	8	CLow	4
03/12/2011 22:51:01	Acc_4Dr_RH	8	CLow	4
03/12/2011 22:51:01	Acc_4Dr_RH	8	CLow	4
03/12/2011 22:51:01	Acc_4Dr_RH	8	CLow	4
03/12/2011 22:51:01	Acc_4Dr_RH	8	CLow	4
03/12/2011 22:51:01	Acc_4Dr_RH	8	CLow	4
03/13/2011 00:25:22	Acc_4Dr_LH	2	CLow	2
03/13/2011 00:25:22	Acc_4Dr_LH	2	CLow	2
03/13/2011 00:25:22	Acc_4Dr_LH	2	CLow	2
03/13/2011 00:25:22	Acc_4Dr_LH	2	CLow	2
03/13/2011 00:25:22	Acc_4Dr_LH	2	CLow	2
03/13/2011 00:25:22	Acc_4Dr_LH	2	CLow	2
03/13/2011 00:41:32	Acc_4Dr_RH	8	CLow	4
03/13/2011 00:41:32	Acc_4Dr_RH	8	CLow	4
03/13/2011 00:41:32	Acc_4Dr_RH	8	CLow	4
03/13/2011 00:41:32	Acc_4Dr_RH	8	CLow	4
03/13/2011 00:41:32	Acc_4Dr_RH	8	CLow	4
03/13/2011 00:41:32	Acc_4Dr_RH	8	CLow	4
03/13/2011 01:31:15	Acc_4Dr_LH	26	CHigh	6
03/13/2011 01:31:15	Acc_4Dr_LH	26	CHigh	6
03/13/2011 01:31:15	Acc_4Dr_LH	26	CHigh	6
03/13/2011 01:31:15	Acc_4Dr_LH	26	CHigh	6
03/13/2011 01:45:03	Acc_4Dr_RH	8	CLow	4
03/13/2011 01:45:03	Acc_4Dr_RH	8	CLow	4
03/13/2011 01:45:03	Acc_4Dr_RH	8	CLow	4
03/13/2011 01:45:03	Acc_4Dr_RH	8	CLow	4
03/13/2011 08:09:53	TL_LH	19	CHigh	16
03/13/2011 08:09:53	TL_LH	19	CHigh	16
03/13/2011 08:09:53	TL_LH	19	CHigh	16
03/13/2011 08:09:53	TL_LH	19	CHigh	16
03/13/2011 08:09:53	TL_LH	19	CHigh	16
03/13/2011 08:24:34	TL_RH	0	CHigh	14
03/13/2011 08:24:34	TL_RH	0	CHigh	14
03/13/2011 08:24:34	TL_RH	0	CHigh	14
03/13/2011 08:24:34	TL_RH	0	CHigh	14
03/13/2011 08:24:34	TL_RH	0	CHigh	14
03/13/2011 08:57:30	TL_LH	19	CHigh	16
03/13/2011 08:57:30	TL_LH	19	CHigh	16
03/13/2011 08:57:30	TL_LH	19	CHigh	16
03/13/2011 09:00:16	TL_LH	19	CHigh	20
03/13/2011 09:00:16	TL_LH	19	CHigh	20
03/13/2011 09:15:20	TL_RH	0	CHigh	14
03/13/2011 09:16:25	TL_RH	0	CHigh	13
03/13/2011 09:16:25	TL_RH	0	CHigh	13
03/13/2011 09:16:25	TL_RH	0	CHigh	13
03/13/2011 09:16:25	TL_RH	0	CHigh	13
03/13/2011 10:20:01	TL_LH	19	CHigh	20
03/13/2011 10:20:01	TL_LH	19	CHigh	20
03/13/2011 10:20:01	TL_LH	19	CHigh	20
03/13/2011 10:20:01	TL_LH	19	CHigh	20
03/13/2011 10:20:01	TL_LH	19	CHigh	20
03/13/2011 10:34:19	TL_RH	0	CHigh	13
03/13/2011 10:34:19	TL_RH	0	CHigh	13
03/13/2011 10:34:19	TL_RH	0	CHigh	13
03/13/2011 10:34:19	TL_RH	0	CHigh	13
03/13/2011 10:51:12	NM_LH	10	ABay	4
03/13/2011 10:51:12	NM_LH	10	ABay	4
03/13/2011 10:51:12	NM_LH	10	ABay	4
03/13/2011 10:51:12	NM_LH	10	ABay	4
03/13/2011 10:51:12	NM_LH	10	ABay	4
03/13/2011 11:03:26	NM_RH	0	ABay	2
03/13/2011 11:03:26	NM_RH	0	ABay	2
03/13/2011 11:03:26	NM_RH	0	ABay	2
03/13/2011 11:03:26	NM_RH	0	ABay	2
03/13/2011 11:03:26	NM_RH	0	ABay	2
03/13/2011 11:50:10	NM_LH	10	ABay	4
03/13/2011 11:50:10	NM_LH	10	ABay	4
03/13/2011 11:50:10	NM_LH	10	ABay	4
03/13/2011 11:50:10	NM_LH	10	ABay	4
03/13/2011 11:50:10	NM_LH	10	ABay	4
03/13/2011 12:04:22	NM_RH	0	ABay	2
03/13/2011 12:04:22	NM_RH	0	ABay	2
03/13/2011 12:04:22	NM_RH	0	ABay	2
03/13/2011 12:04:22	NM_RH	0	ABay	2
03/13/2011 12:27:25	Acc_4Dr_LH	26	CHigh	19
03/13/2011 12:27:25	Acc_4Dr_LH	26	CHigh	19
03/13/2011 12:27:25	Acc_4Dr_LH	26	CHigh	19
03/13/2011 12:27:25	Acc_4Dr_LH	26	CHigh	19
03/13/2011 12:27:25	Acc_4Dr_LH	26	CHigh	19
03/13/2011 12:27:25	Acc_4Dr_LH	26	CHigh	19
03/13/2011 12:44:12	Acc_4Dr_RH	8	CLow	5
03/13/2011 12:44:12	Acc_4Dr_RH	8	CLow	5
03/13/2011 12:44:12	Acc_4Dr_RH	8	CLow	5
03/13/2011 12:44:12	Acc_4Dr_RH	8	CLow	5
03/13/2011 12:44:12	Acc_4Dr_RH	8	CLow	5
03/13/2011 12:44:12	Acc_4Dr_RH	8	CLow	5
03/13/2011 14:00:18	Acc_4Dr_LH	26	CHigh	19
03/13/2011 14:00:18	Acc_4Dr_LH	26	CHigh	19
03/13/2011 14:01:28	Acc_4Dr_LH	26	CHigh	18
03/13/2011 14:01:28	Acc_4Dr_LH	26	CHigh	18
03/13/2011 14:01:28	Acc_4Dr_LH	26	CHigh	18
03/13/2011 14:01:28	Acc_4Dr_LH	26	CHigh	18
03/13/2011 14:17:04	Acc_4Dr_RH	8	CLow	5
03/13/2011 14:17:04	Acc_4Dr_RH	8	CLow	5
03/13/2011 14:17:04	Acc_4Dr_RH	8	CLow	5
03/13/2011 14:17:04	Acc_4Dr_RH	8	CLow	5
03/13/2011 14:21:45	Acc_4Dr_RH	8	CLow	1
03/13/2011 14:21:45	Acc_4Dr_RH	8	CLow	1
03/13/2011 15:10:51	Acc_4Dr_LH	26	CHigh	18
03/13/2011 15:10:51	Acc_4Dr_LH	26	CHigh	18
03/13/2011 15:12:08	Acc_4Dr_LH	26	CHigh	17
03/13/2011 15:12:08	Acc_4Dr_LH	26	CHigh	17
03/13/2011 15:12:08	Acc_4Dr_LH	26	CHigh	17
03/13/2011 15:25:17	Acc_4Dr_RH	8	CLow	1
03/13/2011 15:25:17	Acc_4Dr_RH	8	CLow	1
03/13/2011 15:25:17	Acc_4Dr_RH	8	CLow	1
03/13/2011 15:25:17	Acc_4Dr_RH	8	CLow	1
03/13/2011 17:52:25	TL_LH	19	CHigh	20
03/13/2011 17:52:25	TL_LH	19	CHigh	20
03/13/2011 17:52:25	TL_LH	19	CHigh	20
03/13/2011 17:52:25	TL_LH	19	CHigh	20
03/13/2011 17:55:34	TL_LH	19	ABay	8
03/13/2011 18:12:47	TL_RH	0	CHigh	13
03/13/2011 18:12:47	TL_RH	0	CHigh	13
03/13/2011 18:12:47	TL_RH	0	CHigh	13
03/13/2011 18:12:47	TL_RH	0	CHigh	13
03/13/2011 18:18:01	TL_RH	41	CHigh	20
03/13/2011 19:34:33	TL_LH	19	ABay	8
03/13/2011 19:34:33	TL_LH	19	ABay	8
03/13/2011 19:34:33	TL_LH	19	ABay	8
03/13/2011 19:34:33	TL_LH	19	ABay	8
03/13/2011 19:34:33	TL_LH	19	ABay	8
03/13/2011 19:51:13	TL_RH	41	CHigh	13
03/13/2011 19:51:13	TL_RH	41	CHigh	13
03/13/2011 19:51:13	TL_RH	41	CHigh	13
03/13/2011 19:51:13	TL_RH	41	CHigh	13
03/13/2011 19:56:26	TL_RH	41	CHigh	11
03/13/2011 20:40:11	TL_LH	19	ABay	8
03/13/2011 20:40:11	TL_LH	19	ABay	8
03/13/2011 20:46:50	TL_RH	41	CHigh	11
03/13/2011 20:46:50	TL_RH	41	CHigh	11
03/13/2011 21:29:53	NM_LH	10	ABay	4
03/13/2011 21:29:53	NM_LH	10	ABay	4
03/13/2011 21:29:53	NM_LH	10	ABay	4
03/13/2011 21:38:20	NM_LH	10	ABay	1
03/13/2011 21:38:20	NM_LH	10	ABay	1
03/13/2011 21:43:20	NM_RH	39	CHigh	6
03/13/2011 21:43:20	NM_RH	39	CHigh	6
03/13/2011 21:43:20	NM_RH	39	CHigh	6
03/13/2011 21:43:20	NM_RH	39	CHigh	6
03/13/2011 21:49:40	NM_RH	39	ABay	2
03/13/2011 22:03:55	NM_LH	10	ABay	1
03/13/2011 22:03:55	NM_LH	10	ABay	1
03/13/2011 22:03:55	NM_LH	10	ABay	1
03/13/2011 22:03:55	NM_LH	10	ABay	1
03/13/2011 22:11:49	NM_RH	39	ABay	2
03/13/2011 22:11:49	NM_RH	39	ABay	2
03/13/2011 22:11:49	NM_RH	39	ABay	2
03/13/2011 22:11:49	NM_RH	39	ABay	2
03/13/2011 22:11:49	NM_RH	39	ABay	2
