Week	Day	Shift	Weld L1	Weld L2
1	1	1	475	475	
1	1	2	475	475	
1	2	1	475	475	
1	2	2	475	475	
1	3	1	461	475	
1	3	2	489	451	
1	4	1	475	499	
1	4	2	446	465	
1	5	1	477	480	
1	5	2	490	480	
2	1	1	486	475	
2	1	2	476	475	
2	2	1	475	475	
2	2	2	475	467	
2	3	1	475	461	
2	3	2	475	497	
2	4	1	475	475	
2	4	2	475	475	
2	5	1	475	475	
2	5	2	475	475	
3	1	1	472	446	
3	1	2	460	477	
3	2	1	482	502	
3	2	2	486	475	
3	3	1	475	475	
3	3	2	475	475	
3	4	1	434	468	
3	4	2	516	482	
3	5	1	466	475	
3	5	2	484	475	
4	1	1	475	463	
4	1	2	473	487	
4	2	1	477	475	
4	2	2	475	475	
4	3	1	439	475	
4	3	2	479	475	
4	4	1	470	434	
4	4	2	461	489	
4	5	1	467	502	
4	5	2	469	442	
5	1	1	488	482	
5	1	2	472	488	
5	2	1	458	462	
5	2	2	523	501	
5	3	1	493	475	
5	3	2	481	475	
5	4	1	475	475	
5	4	2	475	475	
5	5	1	475	475	
5	5	2	475	438	
6	1	1	475	485	
6	1	2	475	470	
6	2	1	475	475	
6	2	2	475	499	
6	3	1	475	483	
6	3	2	455	475	
6	4	1	455	475	
6	4	2	494	475	
