Week	Day	Shift	Weld L1	Weld L2
1	1	1	435	464	
1	1	2	453	486	
1	2	1	516	475	
1	2	2	495	467	
1	3	1	476	454	
1	3	2	475	471	
1	4	1	475	508	
1	4	2	475	475	
1	5	1	475	475	
1	5	2	455	475	
2	1	1	489	475	
2	1	2	452	475	
2	2	1	476	470	
2	2	2	468	477	
2	3	1	509	478	
2	3	2	455	475	
2	4	1	432	475	
2	4	2	489	475	
2	5	1	511	475	
2	5	2	489	475	
3	1	1	475	475	
3	1	2	475	475	
3	2	1	475	475	
3	2	2	475	475	
3	3	1	475	475	
3	3	2	472	452	
3	4	1	444	498	
3	4	2	497	475	
3	5	1	487	475	
3	5	2	475	475	
4	1	1	475	475	
4	1	2	475	475	
4	2	1	458	475	
4	2	2	492	469	
4	3	1	475	481	
4	3	2	475	475	
4	4	1	475	475	
4	4	2	475	465	
4	5	1	465	485	
4	5	2	469	440	
5	1	1	491	479	
5	1	2	475	489	
5	2	1	475	454	
5	2	2	475	475	
5	3	1	472	491	
5	3	2	478	497	
5	4	1	448	448	
5	4	2	502	495	
5	5	1	475	469	
5	5	2	423	488	
6	1	1	498	475	
6	1	2	466	448	
6	2	1	430	480	
6	2	2	450	468	
6	3	1	461	481	
6	3	2	493	472	
6	4	1	474	464	
6	4	2	536	501	
6	5	1	484	486	
6	5	2	456	475	
7	1	1	453	472	
7	1	2	509	462	
7	2	1	488	491	
7	2	2	499	403	
7	3	1	480	499	
7	3	2	423	523	
7	4	1	475	475	
7	4	2	500	475	
7	5	1	502	475	
7	5	2	475	475	
8	1	1	434	475	
8	1	2	477	475	
8	2	1	514	475	
8	2	2	475	464	
8	3	1	442	486	
8	3	2	502	475	
8	4	1	459	469	
8	4	2	497	481	
8	5	1	475	475	
8	5	2	475	475	
