Week	Day	Shift	Weld L1	Weld L2
1	1	1	475	475	
1	1	2	475	475	
1	2	1	446	475	
1	2	2	445	475	
1	3	1	488	475	
1	3	2	476	472	
1	4	1	463	478	
1	4	2	475	475	
1	5	1	489	475	
1	5	2	498	475	
2	1	1	487	469	
2	1	2	483	464	
2	2	1	475	473	
2	2	2	462	467	
2	3	1	478	484	
2	3	2	460	491	
2	4	1	481	477	
2	4	2	480	475	
2	5	1	471	475	
2	5	2	451	475	
3	1	1	504	474	
3	1	2	488	476	
3	2	1	475	412	
3	2	2	462	522	
3	3	1	488	491	
3	3	2	475	475	
3	4	1	475	475	
3	4	2	475	475	
3	5	1	475	475	
3	5	2	444	458	
4	1	1	476	478	
4	1	2	505	489	
4	2	1	453	475	
4	2	2	497	475	
4	3	1	475	475	
4	3	2	475	475	
4	4	1	475	475	
4	4	2	475	475	
4	5	1	475	472	
4	5	2	475	478	
5	1	1	475	475	
5	1	2	475	466	
5	2	1	475	465	
5	2	2	462	494	
5	3	1	488	474	
5	3	2	475	473	
5	4	1	475	478	
5	4	2	459	475	
5	5	1	453	475	
5	5	2	494	474	
6	1	1	464	476	
6	1	2	476	475	
6	2	1	504	475	
6	2	2	438	421	
6	3	1	511	505	
6	3	2	476	471	
6	4	1	475	503	
6	4	2	449	467	
6	5	1	497	477	
6	5	2	447	443	
7	1	1	503	485	
7	1	2	477	487	
7	2	1	456	491	
7	2	2	496	471	
7	3	1	475	479	
7	3	2	475	475	
7	4	1	475	475	
7	4	2	460	469	
7	5	1	488	466	
7	5	2	477	478	
8	1	1	475	447	
8	1	2	475	490	
8	2	1	475	464	
8	2	2	475	456	
8	3	1	475	481	
8	3	2	475	487	
8	4	1	475	491	
8	4	2	461	495	
8	5	1	489	476	
8	5	2	475	468	
