Week	Day	Shift	Weld L1	Weld L2
1	1	1	475	475	
1	1	2	475	475	
1	2	1	446	475	
1	2	2	444	475	
1	3	1	488	475	
1	3	2	477	473	
1	4	1	462	477	
1	4	2	475	475	
1	5	1	490	475	
1	5	2	497	475	
2	1	1	487	469	
2	1	2	484	464	
2	2	1	475	473	
2	2	2	461	467	
2	3	1	476	484	
2	3	2	461	491	
2	4	1	482	477	
2	4	2	480	475	
2	5	1	470	475	
2	5	2	451	475	
3	1	1	504	474	
3	1	2	490	476	
3	2	1	475	412	
3	2	2	407	522	
3	3	1	508	491	
3	3	2	499	475	
3	4	1	486	475	
3	4	2	475	475	
3	5	1	475	475	
3	5	2	448	458	
4	1	1	475	477	
4	1	2	502	490	
4	2	1	453	475	
4	2	2	497	475	
4	3	1	475	475	
4	3	2	475	475	
4	4	1	475	475	
4	4	2	475	474	
4	5	1	454	473	
4	5	2	496	478	
5	1	1	475	475	
5	1	2	475	466	
5	2	1	475	465	
5	2	2	462	494	
