Week	Day	Shift	Weld L1	Weld L2
1	1	1	435	464	
1	1	2	453	486	
1	2	1	516	475	
1	2	2	495	467	
1	3	1	476	454	
1	3	2	475	471	
1	4	1	475	508	
1	4	2	475	475	
1	5	1	475	475	
1	5	2	455	475	
2	1	1	490	475	
2	1	2	452	475	
2	2	1	477	470	
2	2	2	466	477	
2	3	1	508	478	
2	3	2	455	475	
2	4	1	431	475	
2	4	2	496	475	
2	5	1	520	475	
2	5	2	475	475	
3	1	1	475	475	
3	1	2	475	475	
3	2	1	475	475	
3	2	2	475	475	
3	3	1	475	475	
3	3	2	472	452	
3	4	1	445	498	
3	4	2	496	475	
3	5	1	487	475	
3	5	2	475	475	
4	1	1	475	475	
4	1	2	475	475	
4	2	1	458	475	
4	2	2	492	475	
4	3	1	475	475	
4	3	2	475	475	
4	4	1	475	475	
4	4	2	475	464	
4	5	1	465	486	
4	5	2	468	440	
5	1	1	492	477	
5	1	2	475	148	
5	2	1	475	0	
