Week	Day	Shift	Weld L1	Weld L2
1	1	1	435	464	
1	1	2	453	486	
1	2	1	516	475	
1	2	2	496	467	
1	3	1	475	454	
1	3	2	475	471	
1	4	1	475	508	
1	4	2	475	475	
1	5	1	475	475	
1	5	2	456	475	
2	1	1	403	475	
2	1	2	447	475	
2	2	1	487	471	
2	2	2	461	476	
2	3	1	498	478	
2	3	2	454	475	
2	4	1	442	475	
2	4	2	493	475	
2	5	1	504	475	
2	5	2	500	475	
3	1	1	479	475	
3	1	2	494	475	
3	2	1	495	475	
3	2	2	501	475	
3	3	1	486	475	
3	3	2	472	451	
3	4	1	444	499	
3	4	2	496	475	
3	5	1	488	475	
3	5	2	475	475	
4	1	1	475	475	
4	1	2	475	475	
4	2	1	458	475	
4	2	2	492	475	
4	3	1	475	475	
4	3	2	475	475	
4	4	1	475	475	
4	4	2	475	465	
4	5	1	466	485	
4	5	2	472	440	
5	1	1	487	479	
5	1	2	475	488	
5	2	1	475	453	
5	2	2	475	475	
5	3	1	472	491	
5	3	2	478	499	
5	4	1	448	448	
5	4	2	502	495	
5	5	1	475	482	
5	5	2	474	475	
6	1	1	476	475	
6	1	2	466	448	
6	2	1	438	481	
6	2	2	445	467	
6	3	1	450	480	
6	3	2	497	473	
6	4	1	475	465	
6	4	2	499	500	
6	5	1	485	486	
6	5	2	462	475	
7	1	1	451	472	
7	1	2	503	478	
7	2	1	479	475	
7	2	2	499	457	
7	3	1	498	493	
7	3	2	426	475	
7	4	1	474	475	
7	4	2	516	475	
7	5	1	487	475	
7	5	2	475	475	
8	1	1	433	475	
8	1	2	478	475	
8	2	1	497	475	
8	2	2	492	459	
8	3	1	443	491	
8	3	2	501	475	
8	4	1	460	469	
8	4	2	496	481	
8	5	1	475	475	
8	5	2	475	475	
