TABNAME,COLNAME,TYPENAME,LENGTH,SCALE,DEFAULT,NULLS
GAL309TBX,UPDATE_TIMESTAMP,TIMESTAMP,10,6,,Y
GAL310TBX,CREATE_TIMESTAMP,TIMESTAMP,10,6,,Y
GAL310TBX,DESTINATION,VARCHAR,25,0,,N
GAL310TBX,SHIPMENT_NO,VARCHAR,25,0,,N
GAL310TBX,SHIPMENT_STATUS,VARCHAR,15,0,,Y
GAL310TBX,SHIPMENT_TIMESTAMP,TIMESTAMP,10,6,,Y
GAL310TBX,TRAILER_NO,INTEGER,4,0,,N
GAL310TBX,UPDATE_TIMESTAMP,TIMESTAMP,10,6,,Y
GAL311TBX,CART_NO,INTEGER,4,0,,N
GAL311TBX,CONTAINER_ID,VARCHAR,12,0,,N
GAL311TBX,CREATE_TIMESTAMP,TIMESTAMP,10,6,,Y
GAL311TBX,IS_HEAD,SMALLINT,2,0,,N
GAL311TBX,SHIPMENT_NO,VARCHAR,25,0,,N
GAL311TBX,SHIPMENT_STATUS,VARCHAR,10,0,,Y
GAL311TBX,TRAILER_NO,INTEGER,4,0,,N
GAL311TBX,UPDATE_TIMESTAMP,TIMESTAMP,10,6,,Y
GAL312TBX,CARTNO,INTEGER,4,0,,N
GAL312TBX,CREATETIME,VARCHAR,20,0,,N
GAL312TBX,CREATE_TIMESTAMP,TIMESTAMP,10,6,,Y
GAL312TBX,DCNO,VARCHAR,20,0,,N
GAL312TBX,DESTINATION,VARCHAR,25,0,,N
GAL312TBX,MCNO,VARCHAR,20,0,,N
GAL312TBX,RECEIVETIME,TIMESTAMP,10,6,CURRENT TIMESTAMP,N
GAL312TBX,STATUS,INTEGER,4,0,0,Y
GAL312TBX,TRAILERNO,INTEGER,4,0,,N
GAL312TBX,UPDATE_TIMESTAMP,TIMESTAMP,10,6,,Y
GAL313TBX,CREATE_TIMESTAMP,TIMESTAMP,10,6,,Y
GAL313TBX,CURRENCY,CHARACTER,3,0, ',N
GAL313TBX,CURRENCY_SETTLEMENT,CHARACTER,3,0, ',N
GAL313TBX,DELIVERY_FORM_CODE,CHARACTER,1,0, ',N
GAL313TBX,INVOICE_SEQUENCE_NUMBER,INTEGER,4,0,0,Y
GAL313TBX,ORDER_UNIT,INTEGER,4,0,0,Y
GAL313TBX,PRODUCT_GROUP_CODE,CHARACTER,1,0, ',N
GAL313TBX,PURCHASE_CONTRACT_NUMBER,CHARACTER,7,0, ',N
GAL313TBX,RECEIVE_DATE,DATE,4,0,CURRENT DATE,N
GAL313TBX,SALES_EXT_COLOR_CODE,CHARACTER,10,0, ',N
GAL313TBX,SALES_INT_COLOR_CODE,CHARACTER,2,0, ',N
GAL313TBX,SALES_MODEL_CODE,CHARACTER,10,0, ',N
GAL313TBX,SALES_MODEL_OPTION_CODE,CHARACTER,3,0, ',N
GAL313TBX,SALES_MODEL_TYPE_CODE,CHARACTER,2,0, ',N
GAL313TBX,SHIPPER,CHARACTER,3,0, ',N
GAL313TBX,SHIP_DATE,DATE,4,0,,Y
GAL313TBX,SHIP_UNIT,INTEGER,4,0,0,Y
GAL313TBX,SUBS_CODE,CHARACTER,2,0, ',N
GAL313TBX,UPDATE_TIMESTAMP,TIMESTAMP,10,6,,Y
GAL314TBX,CONTAINERID,VARCHAR,32,0,,N
GAL314TBX,CONTAINERNO,INTEGER,4,0,,N
GAL314TBX,CONTAINERTYPE,VARCHAR,32,0,,N
GAL314TBX,CREATE_TIMESTAMP,TIMESTAMP,10,6,,Y
GAL314TBX,DCNO,VARCHAR,40,0,,N
GAL314TBX,DESTINATION,VARCHAR,25,0,,N
GAL314TBX,MCNO,VARCHAR,40,0,,N
GAL314TBX,PARTTYPE,VARCHAR,10,0,,Y
GAL314TBX,PENDING_KEY,BIGINT,8,0,,N
GAL314TBX,PROCESSED_TIMESTAMP,TIMESTAMP,10,6,,N
GAL314TBX,SHIPMENTNO,VARCHAR,25,0,,N
GAL314TBX,STATUS,VARCHAR,25,0,,N
GAL314TBX,TRAILERNO,INTEGER,4,0,,N
GAL314TBX,UPDATE_TIMESTAMP,TIMESTAMP,10,6,,Y
GAL315TBX,COMPONENT_ID,VARCHAR,32,0,,N
GAL315TBX,CREATE_TIMESTAMP,TIMESTAMP,10,6,,Y
GAL315TBX,KEY_VALUE,BIGINT,8,0,,N
GAL315TBX,UPDATE_TIMESTAMP,TIMESTAMP,10,6,,Y
GAL316TBX,BLOCK_KEY,BIGINT,8,0,,N
GAL316TBX,CONTAINER_ID,VARCHAR,12,0,,Y
GAL316TBX,CREATE_TIMESTAMP,TIMESTAMP,10,6,,Y
GAL316TBX,DC_SERIAL_NUMBER,VARCHAR,17,0,,N
GAL316TBX,ENGINE_SERIAL_NUMBER,VARCHAR,17,0,,Y
GAL316TBX,FIFO_NUMBER,INTEGER,4,0,,Y
GAL316TBX,HOLD_STATUS,SMALLINT,2,0,,N
GAL316TBX,INVENTORY_STATUS,SMALLINT,2,0,,N
GAL316TBX,MC_SERIAL_NUMBER,VARCHAR,17,0,,N
GAL316TBX,SHIPMENTNO,VARCHAR,25,0,,Y
GAL316TBX,TRACKING_STATUS,VARCHAR,12,0,,Y
GAL316TBX,TRACKING_TIMESTAMP,TIMESTAMP,10,6,,Y
GAL316TBX,TYPE,VARCHAR,12,0,,Y
GAL316TBX,UPDATE_TIMESTAMP,TIMESTAMP,10,6,,Y
GAL317TBX,CONTAINER_ID,VARCHAR,12,0,,Y
GAL317TBX,CREATE_TIMESTAMP,TIMESTAMP,10,6,,Y
GAL317TBX,DC_SERIAL_NUMBER,VARCHAR,17,0,,N
GAL317TBX,ENGINE_SERIAL_NUMBER,VARCHAR,17,0,,Y
GAL317TBX,FIFO_NUMBER,INTEGER,4,0,,Y
GAL317TBX,HEAD_KEY,BIGINT,8,0,,N
GAL317TBX,HOLD_STATUS,SMALLINT,2,0,,N
GAL317TBX,INVENTORY_STATUS,SMALLINT,2,0,,N
GAL317TBX,MC_SERIAL_NUMBER,VARCHAR,17,0,,N
GAL317TBX,SHIPMENTNO,VARCHAR,25,0,,Y
GAL317TBX,TRACKING_STATUS,VARCHAR,12,0,,Y
GAL317TBX,TRACKING_TIMESTAMP,TIMESTAMP,10,6,,Y
GAL317TBX,TYPE,VARCHAR,12,0,,Y
GAL317TBX,UPDATE_TIMESTAMP,TIMESTAMP,10,6,,Y
GAL318TBX,ASSOC_ID,CHARACTER,16,0,,N
GAL318TBX,CREATE_TIMESTAMP,TIMESTAMP,10,6,,Y
GAL318TBX,DEPT,CHARACTER,32,0,,Y
GAL318TBX,FULL_NAME,CHARACTER,64,0,,Y
GAL318TBX,UPDATE_TIMESTAMP,TIMESTAMP,10,6,,Y
GAL319TBX,CONTAINER_ID,VARCHAR,32,0,,N
GAL319TBX,CONTAINER_TYPE,VARCHAR,10,0,,N
GAL319TBX,COUNT,INTEGER,4,0,0,N
GAL319TBX,CREATE_TIMESTAMP,TIMESTAMP,10,6,,Y
GAL319TBX,FIFO_NUMBER,INTEGER,4,0,0,N
GAL319TBX,UPDATE_TIMESTAMP,TIMESTAMP,10,6,,Y
GAL320TBX,ASSY_WORK_EXIST,INTEGER,4,0,,Y
GAL320TBX,CREATE_TIMESTAMP,TIMESTAMP,10,6,,Y
GAL320TBX,DOK_7STA_LH,VARCHAR,2,0,,Y
GAL320TBX,DOK_7STA_RH,VARCHAR,2,0,,Y
GAL320TBX,INSERT_TIMESTAMP,TIMESTAMP,10,6,,N
GAL320TBX,LAST_ERROR_CODE1,VARCHAR,4,0,,N
GAL320TBX,LAST_ERROR_CODE2,VARCHAR,4,0,,Y
GAL320TBX,MD_4STA_LH,DOUBLE,8,0,,Y
GAL320TBX,MD_4STA_RH,DOUBLE,8,0,,Y
GAL320TBX,MD_5STA_LH,DOUBLE,8,0,,Y
GAL320TBX,MD_5STA_RH,DOUBLE,8,0,,Y
GAL320TBX,MODEL_CODE,VARCHAR,2,0,,Y
GAL320TBX,SERIAL_ID,BIGINT,8,0,,N
GAL320TBX,ULOK_4STA_LH,INTEGER,4,0,,Y
GAL320TBX,ULOK_4STA_RH,INTEGER,4,0,,Y
GAL320TBX,ULOK_5STA_LH,INTEGER,4,0,,Y
GAL320TBX,ULOK_5STA_RH,INTEGER,4,0,,N
GAL320TBX,UPDATE_TIMESTAMP,TIMESTAMP,10,6,,Y
GAL320TBX,UPDATE_USER,VARCHAR,7,0,,Y
GAL320TBX,VDATA1_6STA_LH,DOUBLE,8,0,,Y
GAL320TBX,VDATA1_6STA_RH,DOUBLE,8,0,,Y
GAL320TBX,VDATA2_6STA_LH,DOUBLE,8,0,,Y
GAL320TBX,VDATA2_6STA_RH,DOUBLE,8,0,,Y
GAL320TBX,VDATA3_6STA_LH,DOUBLE,8,0,,Y
GAL320TBX,VDATA3_6STA_RH,DOUBLE,8,0,,Y
GAL320TBX,VDATA4_6STA_LH,DOUBLE,8,0,,Y
GAL320TBX,VDATA4_6STA_RH,DOUBLE,8,0,,Y
GAL320TBX,VDATA5_6STA_LH,DOUBLE,8,0,,Y
GAL320TBX,VDATA5_6STA_RH,DOUBLE,8,0,,Y
GAL320TBX,VOK_6STA_LH,VARCHAR,2,0,,Y
GAL320TBX,VOK_6STA_RH,VARCHAR,2,0,,Y
GAL322TBX,CREATE_TIMESTAMP,TIMESTAMP,10,6,,Y
GAL322TBX,DEFECT_TYPE_NAME,VARCHAR,45,0,',N
GAL322TBX,ENGINE_FIRING_FLAG,SMALLINT,2,0,0,N
GAL322TBX,INSPECTION_PART_LOCATION_NAME,VARCHAR,20,0,',N
GAL322TBX,INSPECTION_PART_NAME,VARCHAR,32,0,',N
GAL322TBX,INVENTORY_REPAIR_TIME,INTEGER,4,0,,Y
GAL322TBX,IQS_CATEGORY_NAME,CHARACTER,32,0,,Y
GAL322TBX,IQS_ITEM_NAME,CHARACTER,64,0,,Y
GAL322TBX,LOCK_MODE,SMALLINT,2,0,,Y
GAL322TBX,ONLINE_REPAIR_TIME,INTEGER,4,0,,Y
GAL322TBX,PART_GROUP_NAME,CHARACTER,20,0,',N
GAL322TBX,REGRESSION_CODE,CHARACTER,32,0,,Y
GAL322TBX,REPAIR_AREA,CHARACTER,20,0,,Y
GAL322TBX,REPAIR_DEPARTMENT,CHARACTER,32,0,,Y
GAL322TBX,RESPONSIBLE_DEPT,VARCHAR,32,0,,Y
GAL322TBX,RESPONSIBLE_LINE,VARCHAR,32,0,,Y
GAL322TBX,RESPONSIBLE_ZONE,VARCHAR,32,0,,Y
GAL322TBX,SECONDARY_PART_NAME,VARCHAR,20,0,,N
GAL322TBX,TWO_PART_DEFECT_FLAG,SMALLINT,2,0,,Y
GAL322TBX,TWO_PART_PAIR_LOCATION,VARCHAR,20,0,,N
GAL322TBX,TWO_PART_PAIR_PART,VARCHAR,32,0,,N
GAL322TBX,UPDATE_TIMESTAMP,TIMESTAMP,10,6,,Y
GAL323TBX,ACTUAL_TIMESTAMP,TIMESTAMP,10,6,CURRENT TIMESTAMP,N
GAL323TBX,AREA,VARCHAR,12,0,,N
GAL323TBX,CREATE_TIMESTAMP,TIMESTAMP,10,6,CURRENT TIMESTAMP,N
GAL323TBX,OUTSTANDING_RPU,DOUBLE,8,0,,Y
GAL323TBX,PRODUCTION_DATE,DATE,4,0,CURRENT DATE,N
GAL323TBX,ROYAL_STRAIGHT_SHIP,DOUBLE,8,0,,Y
GAL323TBX,SHIFT,VARCHAR,3,0,,N
GAL323TBX,STRAIGHT_SHIP,DOUBLE,8,0,,Y
GAL323TBX,TOTAL_RPU,DOUBLE,8,0,,Y
GAL323TBX,UPDATE_TIMESTAMP,TIMESTAMP,10,6,,Y
GAL324TBX,CREATE_TIMESTAMP,TIMESTAMP,10,6,CURRENT TIMESTAMP,N
GAL324TBX,GROUP_NAME,VARCHAR,64,0,,N
GAL324TBX,SECURITY_GRP,VARCHAR,255,0,,N
GAL324TBX,UPDATE_TIMESTAMP,TIMESTAMP,10,6,,Y
GAL326TBX,APPLICATION_ID,CHARACTER,16,0, ',N
GAL326TBX,CREATE_TIMESTAMP,TIMESTAMP,10,6,CURRENT TIMESTAMP,N
GAL326TBX,PART_NAME,CHARACTER,32,0, ',N
GAL326TBX,UPDATE_TIMESTAMP,CHARACTER,10,0,,Y
GAL328TBX,CREATE_TIMESTAMP,TIMESTAMP,10,6,CURRENT TIMESTAMP,Y
GAL328TBX,MEASUREMENT_ANGLE,DOUBLE,8,0,,Y
GAL328TBX,MEASUREMENT_SEQUENCE_NUMBER,INTEGER,4,0,,N
GAL328TBX,MEASUREMENT_STATUS,INTEGER,4,0,,Y
GAL328TBX,MEASUREMENT_VALUE,DOUBLE,8,0,,Y
GAL328TBX,PART_ID,VARCHAR,5,0,,N
GAL328TBX,PART_NAME,VARCHAR,32,0,,N
GAL328TBX,PART_SERIAL_NUMBER,VARCHAR,16,0,,N
GAL328TBX,PROCESS_POINT_ID,VARCHAR,10,0,,Y
GAL328TBX,UPDATE_TIMESTAMP,TIMESTAMP,10,6,,Y
GAL364TBX,CREATE_TIMESTAMP,TIMESTAMP,10,6,,Y
GAL364TBX,DESCRIPTION_ID,INTEGER,4,0,0,N
GAL364TBX,INSPECTION_PART_LOCATION_NAME,VARCHAR,20,0,',N
GAL364TBX,INSPECTION_PART_NAME,VARCHAR,32,0,',N
GAL364TBX,PART_GROUP_NAME,VARCHAR,20,0,TWO PART PAIR',N
GAL364TBX,TWO_PART_PAIR_LOCATION,VARCHAR,20,0,',N
GAL364TBX,TWO_PART_PAIR_PART,VARCHAR,32,0,',N
GAL364TBX,UPDATE_TIMESTAMP,TIMESTAMP,10,6,,Y
GAL365TBX,ACTUAL_TIMESTAMP,TIMESTAMP,10,6,CURRENT TIMESTAMP,N
GAL365TBX,CHECK_ID,BIGINT,8,0,,N
GAL365TBX,CHECK_STATUS,SMALLINT,2,0,,N
GAL365TBX,CREATE_TIMESTAMP,TIMESTAMP,10,6,CURRENT TIMESTAMP,N
GAL365TBX,PRODUCT_ID,CHARACTER,17,0,,N
GAL365TBX,UPDATE_TIMESTAMP,TIMESTAMP,10,6,,Y
GAL366TBX,CHECK_STATUS,SMALLINT,2,0,,N
GAL366TBX,CREATE_TIMESTAMP,TIMESTAMP,10,6,CURRENT TIMESTAMP,N
GAL366TBX,MODEL_CODE,CHARACTER,3,0,,N
GAL366TBX,MODEL_ID,BIGINT,8,0,,N
GAL366TBX,UPDATE_TIMESTAMP,TIMESTAMP,10,6,,Y
GAL386TBX,CREATE_TIMESTAMP,TIMESTAMP,10,6,CURRENT TIMESTAMP,N
GAL386TBX,CS_OFF_SERIAL_NUMBER,VARCHAR,40,0,,N
GAL386TBX,CS_ON_SERIAL_NUMBER,VARCHAR,40,0,,Y
GAL386TBX,RECEIVE_TIMESTAMP,TIMESTAMP,10,6,,Y
GAL386TBX,STATUS,INTEGER,4,0,,N
GAL386TBX,UPDATE_TIMESTAMP,TIMESTAMP,10,6,,Y
GAL387TBX,CREATE_TIMESTAMP,TIMESTAMP,10,6,CURRENT TIMESTAMP,N
GAL387TBX,CSPART_OFF_DAY,VARCHAR,2,0,,N
GAL387TBX,CSPART_OFF_JOURNAL_RANK,VARCHAR,6,0,,N
GAL387TBX,CSPART_OFF_LINE,VARCHAR,3,0,,N
GAL387TBX,CSPART_OFF_MFG_DATE,DATE,4,0,,N
GAL387TBX,CSPART_OFF_MODEL,VARCHAR,6,0,,N
GAL387TBX,CSPART_OFF_MONTH,VARCHAR,2,0,,N
GAL387TBX,CSPART_OFF_PINRANK,VARCHAR,10,0,,N
GAL387TBX,CSPART_OFF_SEQUENCE_NO,VARCHAR,6,0,,N
GAL387TBX,CSPART_OFF_SUPPLIER,VARCHAR,6,0,,N
GAL387TBX,CSPART_OFF_YEAR,VARCHAR,4,0,,N
GAL387TBX,CS_OFF_SERIAL_NUMBER,VARCHAR,40,0,,N
GAL387TBX,HOLD_FLAG,INTEGER,4,0,,N
GAL387TBX,QC_FLAG,INTEGER,4,0,,N
GAL387TBX,SCRAP_FLAG,INTEGER,4,0,,N
GAL387TBX,UPDATE_TIMESTAMP,TIMESTAMP,10,6,,Y
GAL396TBX,CREATE_TIMESTAMP,TIMESTAMP,10,6,CURRENT TIMESTAMP,N
GAL396TBX,CR_OFF_SERIAL_NUMBER,VARCHAR,40,0,,N
GAL396TBX,CR_ON_SERIAL_NUMBER,VARCHAR,40,0,,Y
GAL396TBX,RECEIVE_TIMESTAMP,TIMESTAMP,10,6,,Y
GAL396TBX,STATUS,INTEGER,4,0,,N
GAL396TBX,UPDATE_TIMESTAMP,TIMESTAMP,10,6,,Y
GAL397TBX,CREATE_TIMESTAMP,TIMESTAMP,10,6,CURRENT TIMESTAMP,N
GAL397TBX,CRPART_OFF_DAY,VARCHAR,2,0,,N
GAL397TBX,CRPART_OFF_LINE,VARCHAR,3,0,,N
GAL397TBX,CRPART_OFF_MEASUREMENT,VARCHAR,3,0,,N
GAL397TBX,CRPART_OFF_MFG_DATE,DATE,4,0,,N
GAL397TBX,CRPART_OFF_MODEL,VARCHAR,6,0,,N
GAL397TBX,CRPART_OFF_MONTH,VARCHAR,2,0,,N
GAL397TBX,CRPART_OFF_PLANT,VARCHAR,3,0,,N
GAL397TBX,CRPART_OFF_RANK,VARCHAR,3,0,,N
GAL397TBX,CRPART_OFF_SEQUENCE_NO,VARCHAR,6,0,,N
GAL397TBX,CRPART_OFF_YEAR,VARCHAR,4,0,,N
GAL397TBX,CR_OFF_SERIAL_NUMBER,VARCHAR,40,0,,N
GAL397TBX,HOLD_FLAG,INTEGER,4,0,,N
GAL397TBX,QC_FLAG,INTEGER,4,0,,N
GAL397TBX,SCRAP_FLAG,INTEGER,4,0,,N
GAL397TBX,UPDATE_TIMESTAMP,TIMESTAMP,10,6,,Y
GAL404TBX,ACTUAL_TIMESTAMP,TIMESTAMP,10,6,,Y
GAL404TBX,CREATE_TIMESTAMP,TIMESTAMP,10,6,,Y
GAL404TBX,DELETE_TIMING,SMALLINT,2,0,0,N
GAL404TBX,DESTINATION_ID,CHARACTER,32,0, ',N
GAL404TBX,RETRY_INTERVAL,INTEGER,4,0,0,N
GAL404TBX,SEND_DELAY,INTEGER,4,0,0,N
GAL404TBX,SKIP_FLAG,SMALLINT,2,0,0,N
GAL404TBX,SPOOL_MAXSIZE,INTEGER,4,0,0,N
GAL404TBX,UPDATE_TIMESTAMP,TIMESTAMP,10,6,,Y
GAL405TBX,ACTUAL_TIMESTAMP,TIMESTAMP,10,6,CURRENT TIMESTAMP,N
GAL405TBX,CREATE_TIMESTAMP,TIMESTAMP,10,6,,Y
GAL405TBX,DATACONTAINER,BLOB,150000,0,,Y
GAL405TBX,DESTINATION_ID,CHARACTER,32,0, ',N
GAL405TBX,DESTINATION_TYPE,INTEGER,4,0,,Y
GAL405TBX,REQUEST_ID,CHARACTER,32,0,,Y
GAL405TBX,SEND_STATUS,INTEGER,4,0,,Y
GAL405TBX,UPDATE_TIMESTAMP,TIMESTAMP,10,6,,Y
GAL406TBX,ACTUAL_TIMESTAMP,TIMESTAMP,10,6,CURRENT TIMESTAMP,N
GAL406TBX,CREATE_TIMESTAMP,TIMESTAMP,10,6,,Y
GAL406TBX,DATACONTAINER,BLOB,1000000,0,,Y
GAL406TBX,DESTINATION_ID,CHARACTER,32,0, ',N
GAL406TBX,DESTINATION_TYPE,INTEGER,4,0,,Y
GAL406TBX,REQUEST_ID,CHARACTER,32,0,,Y
GAL406TBX,SEND_STATUS,INTEGER,4,0,,Y
GAL406TBX,UPDATE_TIMESTAMP,TIMESTAMP,10,6,,Y
GAL407TBX,ACTUAL_TIMESTAMP,TIMESTAMP,10,6,CURRENT TIMESTAMP,N
GAL407TBX,CREATE_TIMESTAMP,TIMESTAMP,10,6,,Y
GAL407TBX,DATACONTAINER,BLOB,1000000,0,,Y
GAL407TBX,DESTINATION_ID,CHARACTER,32,0, ',N
GAL407TBX,DESTINATION_TYPE,INTEGER,4,0,,Y
GAL407TBX,REQUEST_ID,CHARACTER,32,0,,Y
GAL407TBX,SEND_STATUS,INTEGER,4,0,,Y
GAL407TBX,UPDATE_TIMESTAMP,TIMESTAMP,10,6,,Y
GAL454TBX,ACTIVE_FLAG,INTEGER,4,0,1,N
GAL454TBX,CREATE_TIMESTAMP,TIMESTAMP,10,6,CURRENT TIMESTAMP,N
GAL454TBX,MAX_PAINT_CNT,INTEGER,4,0,1,N
GAL454TBX,PLANT_NAME,CHARACTER,16,0, ',N
GAL454TBX,UPDATE_TIMESTAMP,TIMESTAMP,10,6,,Y
GAL465TBX,ACTIVE_FLAG,INTEGER,4,0,,N
GAL465TBX,CREATE_TIMESTAMP,TIMESTAMP,10,6,CURRENT TIMESTAMP,N
GAL465TBX,INV_CATEGORY_ID,INTEGER,4,0,,N
GAL465TBX,PROCESS_POINT_ID,CHARACTER,16,0, ',N
GAL465TBX,UPDATE_TIMESTAMP,TIMESTAMP,10,6,,Y
GAL466TBX,ACTIVE_FLAG,INTEGER,4,0,1,N
GAL466TBX,CREATE_TIMESTAMP,TIMESTAMP,10,6,CURRENT TIMESTAMP,N
GAL466TBX,INV_CATEGORY_DESCRIPTION,VARCHAR,50,0,,N
GAL466TBX,INV_CATEGORY_ID,INTEGER,4,0,,N
GAL466TBX,TRANSFER_FLAG,INTEGER,4,0,0,N
GAL466TBX,UPDATE_TIMESTAMP,TIMESTAMP,10,6,,Y
GAL467TBX,CREATE_TIMESTAMP,TIMESTAMP,10,6,CURRENT TIMESTAMP,N
GAL467TBX,EXT_COLOR_CODE,CHARACTER,10,0,,N
GAL467TBX,FRAME_PLANT,CHARACTER,16,0,,Y
GAL467TBX,INT_COLOR_CODE,CHARACTER,2,0,,N
GAL467TBX,INV_CATEGORY_ID,INTEGER,4,0,,N
GAL467TBX,LOT_NUMBER,CHARACTER,18,0,,Y
GAL467TBX,MODEL_CODE,CHARACTER,3,0,,N
GAL467TBX,MODEL_OPTION_CODE,CHARACTER,3,0,,Y
GAL467TBX,MODEL_TYPE_CODE,CHARACTER,3,0,,N
GAL467TBX,MODEL_YEAR_CODE,CHARACTER,1,0,,N
GAL467TBX,PAINT_PLANT,CHARACTER,16,0,,Y
GAL467TBX,QTY,INTEGER,4,0,0,N
GAL467TBX,TYPE,CHARACTER,1,0,,N
GAL467TBX,UPDATE_TIMESTAMP,TIMESTAMP,10,6,,Y
GAL469TBX,ACTIVE_FLAG,INTEGER,4,0,1,N
GAL469TBX,BUMPER_TYPE_DESC,VARCHAR,50,0,,N
GAL469TBX,BUMPER_TYPE_ID,CHARACTER,1,0,,N
GAL469TBX,CREATE_TIMESTAMP,TIMESTAMP,10,6,CURRENT TIMESTAMP,N
GAL469TBX,UPDATE_TIMESTAMP,TIMESTAMP,10,6,,Y
GAL470TBX,ACTIVE_FLAG,INTEGER,4,0,1,N
GAL470TBX,CREATE_TIMESTAMP,TIMESTAMP,10,6,CURRENT TIMESTAMP,N
GAL470TBX,KD_LOT_TYPE_DESC,VARCHAR,50,0,,N
GAL470TBX,KD_LOT_TYPE_ID,INTEGER,4,0,,N
GAL470TBX,UPDATE_TIMESTAMP,TIMESTAMP,10,6,,Y
GAL471TBX,ACTIVE_FLAG,INTEGER,4,0,1,N
GAL471TBX,CREATE_TIMESTAMP,TIMESTAMP,10,6,CURRENT TIMESTAMP,N
GAL471TBX,KD_LOT_STATUS_DESC,VARCHAR,50,0,,N
GAL471TBX,KD_LOT_STATUS_ID,INTEGER,4,0,,N
GAL471TBX,UPDATE_TIMESTAMP,TIMESTAMP,10,6,,Y
GAL472TBX,ACTIVE_FLAG,INTEGER,4,0,1,N
GAL472TBX,CREATE_TIMESTAMP,TIMESTAMP,10,6,CURRENT TIMESTAMP,N
GAL472TBX,GENERIC_KD_DESC,VARCHAR,50,0,,N
GAL472TBX,KD_LOT_NUMBER,CHARACTER,18,0,,N
GAL472TBX,UPDATE_TIMESTAMP,TIMESTAMP,10,6,,Y
GAL473TBX,ACTIVE_FLAG,INTEGER,4,0,1,N
GAL473TBX,CREATE_TIMESTAMP,TIMESTAMP,10,6,CURRENT TIMESTAMP,N
GAL473TBX,EXT_COLOR_CODE,CHARACTER,10,0,,N
GAL473TBX,INT_COLOR_CODE,CHARACTER,2,0,,N
GAL473TBX,MODEL_CODE,CHARACTER,3,0,,N
GAL473TBX,MODEL_OPTION_CODE,CHARACTER,3,0,,N
GAL473TBX,MODEL_TYPE_CODE,CHARACTER,3,0,,N
GAL473TBX,MODEL_YEAR_CODE,CHARACTER,1,0,,N
GAL473TBX,REQUIRED_COATS,INTEGER,4,0,,N
GAL473TBX,UPDATE_TIMESTAMP,TIMESTAMP,10,6,,Y
GAL475TBX,ACTIVE_FLAG,INTEGER,4,0,1,N
GAL475TBX,CREATE_TIMESTAMP,TIMESTAMP,10,6,CURRENT TIMESTAMP,N
GAL475TBX,MANUFACTURER_CODE,CHARACTER,2,0,,N
GAL475TBX,MANUFACTURER_DESC,VARCHAR,50,0,,N
GAL475TBX,UPDATE_TIMESTAMP,TIMESTAMP,10,6,,Y
GAL480TBX,ARCHIVE_TIMESTAMP,TIMESTAMP,10,6,,Y
GAL480TBX,CREATE_TIMESTAMP,TIMESTAMP,10,6,CURRENT TIMESTAMP,N
GAL480TBX,CREATE_USERID,CHARACTER,11,0,,N
GAL480TBX,EXT_COLOR_CODE,CHARACTER,10,0,,N
GAL480TBX,HES_COLOR,VARCHAR,11,0,,Y
GAL480TBX,INT_COLOR_CODE,CHARACTER,2,0,,N
GAL480TBX,KD_LOT_NUMBER,CHARACTER,18,0,,N
GAL480TBX,KD_LOT_STATUS_ID,INTEGER,4,0,,N
GAL480TBX,KD_LOT_TYPE_ID,INTEGER,4,0,,N
GAL480TBX,MBPN,VARCHAR,18,0,,Y
GAL480TBX,MODEL_CODE,CHARACTER,3,0,,N
GAL480TBX,MODEL_OPTION_CODE,CHARACTER,3,0,,N
GAL480TBX,MODEL_TYPE_CODE,CHARACTER,3,0,,N
GAL480TBX,MODEL_YEAR_CODE,CHARACTER,1,0,,N
GAL480TBX,PLAN_FRAME_PLANT,CHARACTER,16,0,,N
GAL480TBX,PLAN_PAINT_PLANT,CHARACTER,16,0,,Y
GAL480TBX,PLASTIC_PART_NUMBER,CHARACTER,5,0,,Y
GAL480TBX,PRODUCTION_LOT,CHARACTER,20,0,,Y
GAL480TBX,PROD_SCHEDULE_ID,BIGINT,8,0,,N
GAL480TBX,REMAKE_FLAG,CHARACTER,1,0,,N
GAL480TBX,REMARKS,VARCHAR,255,0,,Y
GAL480TBX,SCHEDULE_TIMESTAMP,TIMESTAMP,10,6,,N
GAL480TBX,SORT_SEQUENCE_NO,BIGINT,8,0,,N
GAL480TBX,UPDATE_TIMESTAMP,TIMESTAMP,10,6,,Y
GAL480TBX,UPDATE_USERID,CHARACTER,11,0,,Y
GAL481TBX,ASSIGNED_QTY,INTEGER,4,0,,N
GAL481TBX,BUMPER_TYPE_ID,CHARACTER,1,0,,N
GAL481TBX,COMPLETED_QTY,INTEGER,4,0,0,N
GAL481TBX,CREATE_TIMESTAMP,TIMESTAMP,10,6,CURRENT TIMESTAMP,N
GAL481TBX,CREATE_USERID,CHARACTER,11,0,,N
GAL481TBX,PLAN_QTY,INTEGER,4,0,0,N
GAL481TBX,PROD_SCHEDULE_ID,BIGINT,8,0,,N
GAL481TBX,SERVICE_TYPE,CHARACTER,3,0,,Y
GAL481TBX,UPDATE_TIMESTAMP,TIMESTAMP,10,6,,Y
GAL481TBX,UPDATE_USER_ID,CHARACTER,11,0,,Y
GAL482TBX,ACTUAL_EXT_COLOR_CODE,CHARACTER,10,0,,Y
GAL482TBX,ACTUAL_FRAME_PLANT,CHARACTER,16,0,,Y
GAL482TBX,ACTUAL_INT_COLOR_CODE,CHARACTER,2,0,,Y
