Week	Day	Shift	Weld L1	Weld L2
1	1	1	435	464	
1	1	2	453	486	
1	2	1	516	475	
1	2	2	496	467	
1	3	1	475	454	
1	3	2	475	471	
1	4	1	475	508	
1	4	2	475	475	
1	5	1	475	475	
1	5	2	456	475	
2	1	1	490	475	
2	1	2	451	475	
2	2	1	477	471	
2	2	2	465	479	
2	3	1	508	475	
2	3	2	456	475	
2	4	1	432	475	
2	4	2	495	475	
2	5	1	520	475	
2	5	2	475	475	
3	1	1	475	475	
3	1	2	475	475	
3	2	1	475	475	
3	2	2	475	475	
3	3	1	475	475	
3	3	2	472	452	
3	4	1	444	498	
3	4	2	496	475	
3	5	1	488	475	
3	5	2	475	475	
4	1	1	475	475	
4	1	2	410	475	
4	2	1	458	475	
4	2	2	496	475	
4	3	1	494	475	
4	3	2	495	475	
4	4	1	484	475	
4	4	2	488	465	
4	5	1	466	485	
4	5	2	471	440	
5	1	1	488	479	
5	1	2	475	489	
5	2	1	373	455	
5	2	2	500	474	
5	3	1	465	492	
5	3	2	484	496	
5	4	1	448	448	
5	4	2	505	495	
5	5	1	491	482	
5	5	2	466	475	
6	1	1	501	475	
6	1	2	475	448	
6	2	1	430	480	
6	2	2	454	467	
6	3	1	461	481	
6	3	2	493	456	
6	4	1	474	461	
6	4	2	536	498	
6	5	1	484	509	
6	5	2	455	475	
7	1	1	453	471	
7	1	2	508	479	
7	2	1	491	475	
7	2	2	500	475	
7	3	1	478	475	
7	3	2	424	475	
7	4	1	475	475	
7	4	2	515	475	
7	5	1	486	475	
7	5	2	475	475	
8	1	1	434	475	
8	1	2	477	475	
8	2	1	514	475	
8	2	2	475	465	
8	3	1	443	485	
8	3	2	285	411	
8	4	1	467	476	
8	4	2	386	424	
8	5	1	501	514	
8	5	2	501	505	
