ID,carrierNumber,tagID,dieNumber,quantity,updateDate,currentLocation,destination,status,originationLocation,buffer,productionRunNumber,productionRunTimestamp
712,712,0,96,11,2011-11-28 17:06:31.399,1229,1229,0,506,0,201111286,2011-11-28 17:06:31.399
713,713,0,66,12,2011-12-02 20:45:18.073,1233,1233,0,502,0,20111223,2011-12-02 20:45:18.073
714,714,0,66,12,2011-12-02 20:10:51.371,1232,1232,0,502,0,20111223,2011-12-02 20:10:51.371
715,715,0,999,0,2011-11-30 23:14:40.626,5200,5200,0,2003,0,999,2011-11-30 23:00:54.879
716,716,0,999,0,2011-12-01 15:36:21.491,1221,1221,0,2003,0,999,2011-12-01 15:36:21.491
717,717,0,999,0,2011-12-02 23:48:39.132,13500,2003,0,10900,0,999,2011-12-02 23:44:50.923
718,718,0,999,0,2011-12-01 00:04:59.517,1221,1221,0,2003,0,999,2011-12-01 00:04:59.517
719,719,0,96,11,2011-11-28 17:37:46.616,1229,1229,0,502,0,201111286,2011-11-28 17:37:46.616
720,720,0,67,12,2011-12-02 22:17:12.783,1000,500,0,506,0,20111215,2011-12-01 17:15:59.227
721,721,0,999,0,2011-12-02 18:19:35.992,13400,2003,0,1800,0,999,2011-12-02 18:15:47.243
722,722,0,66,12,2011-12-02 16:07:57.505,1231,1231,0,506,0,20111223,2011-12-02 16:07:57.505
723,723,0,999,0,2011-12-02 06:42:38.021,1204,1204,0,2003,0,999,2011-12-02 06:42:38.021
724,724,0,999,0,2011-12-02 00:43:44.087,1226,1226,0,2003,0,999,2011-12-02 00:43:44.087
725,725,0,67,12,2011-11-30 15:01:02.397,702,700,0,502,0,201111302,2011-11-30 12:20:57.246
726,726,0,999,0,2011-11-30 22:38:07.613,5200,5200,0,2003,0,999,2011-11-30 22:17:14.731
727,727,0,999,0,2011-12-03 00:47:14.607,2003,2003,0,10900,0,999,2011-12-02 22:39:30.566
728,728,0,999,0,2011-11-30 23:22:15.080,1221,1221,0,2003,0,999,2011-11-30 23:22:15.080
729,729,0,999,0,2011-11-30 14:26:50.817,800,2003,0,800,1,0000,2011-11-30 14:26:50.817
730,730,0,999,0,2011-12-03 00:47:17.731,2002,2003,0,11900,1,999,2011-12-02 22:47:27.883
731,731,0,999,0,2011-12-01 09:19:10.279,2005,2003,0,11900,1,999,2011-12-01 08:48:48.540
732,732,0,2,13,2011-11-29 14:59:01.276,1218,1218,0,506,0,201111294,2011-11-29 14:59:01.276
734,734,0,7,6,2011-11-21 10:50:44.328,1225,1225,0,405,0,0,2011-11-21 10:50:44.328
735,735,0,72,11,2011-12-02 23:14:24.177,1223,1223,0,502,0,20111224,2011-12-02 23:14:24.177
736,736,0,96,11,2011-11-28 17:07:55.009,1229,1229,0,502,0,201111286,2011-11-28 17:07:55.009
737,737,0,66,12,2011-12-02 20:13:13.485,1232,1232,0,502,0,20111223,2011-12-02 20:13:13.485
738,738,0,999,0,2011-11-30 22:36:18.105,5200,5200,0,2003,0,999,2011-11-30 22:12:58.943
739,739,0,999,0,2011-12-02 12:17:59.725,1207,1207,0,2003,0,999,2011-12-02 12:17:59.725
740,740,0,72,12,2011-12-01 19:32:36.514,1223,1223,0,502,0,20111215,2011-12-01 19:32:36.514
741,741,0,66,12,2011-12-02 23:29:49.728,14600,10100,0,506,1,20111223,2011-12-02 18:43:34.250
742,742,0,999,0,2011-12-02 22:58:19.229,300,403,0,11900,0,999,2011-12-02 22:03:45.572
743,743,0,999,0,2011-12-02 09:53:20.715,1205,1205,0,2003,0,999,2011-12-02 09:53:20.715
744,744,0,2,13,2011-11-29 16:29:14.400,1208,1208,0,506,0,201111294,2011-11-29 16:29:14.400
745,745,0,66,12,2011-12-02 22:22:00.136,500,500,0,506,0,20111223,2011-12-02 17:55:02.483
746,746,0,66,12,2011-12-02 13:44:19.513,1200,500,0,502,0,20111213,2011-12-01 02:21:22.203
747,747,0,999,0,2011-12-02 11:08:02.289,1217,1217,0,2003,0,999,2011-12-02 11:08:02.289
748,748,0,999,0,2011-12-01 00:08:11.113,1221,1221,0,2003,0,999,2011-12-01 00:08:11.113
749,749,0,67,12,2011-12-02 22:13:54.277,1000,500,0,502,0,20111215,2011-12-01 17:12:21.284
750,750,0,999,0,2011-12-02 10:22:45.893,1217,1217,0,2003,0,999,2011-12-02 10:22:45.893
801,801,0,999,0,2011-12-02 12:46:58.385,1207,1207,0,2003,0,999,2011-12-02 12:46:58.385
802,802,0,66,12,2011-12-02 17:14:51.136,1231,1231,0,506,0,20111223,2011-12-02 17:14:51.136
804,804,0,72,12,2011-12-02 21:12:53.583,1223,1223,0,506,0,20111224,2011-12-02 21:12:53.583
805,805,0,8,13,2011-12-01 12:24:47.394,1222,1222,0,506,0,201111301,2011-12-01 12:24:47.394
806,806,0,7,13,2011-11-21 08:16:14.679,1219,1219,0,506,0,201111214,2011-11-21 08:16:14.679
807,807,0,999,0,2011-12-02 08:50:41.199,1211,1211,0,2003,0,999,2011-12-02 08:50:41.199
810,810,0,66,12,2011-12-02 22:19:46.383,500,500,0,506,0,20111223,2011-12-02 17:52:44.255
811,811,0,7,13,2011-11-21 16:24:20.790,1225,1225,0,506,0,201111214,2011-11-21 16:24:20.790
812,812,0,999,0,2011-12-02 12:45:46.121,1207,1207,0,2003,0,999,2011-12-02 12:45:46.121
815,815,0,66,12,2011-12-02 19:59:32.134,1232,1232,0,502,0,20111223,2011-12-02 19:59:32.134
816,816,0,999,0,2011-12-02 16:05:59.986,2010,2003,0,11900,1,999,2011-12-01 07:47:36.630
818,818,0,67,12,2011-12-02 23:29:16.239,15500,10100,0,502,0,20111224,2011-12-02 21:52:12.916
820,820,0,97,11,2011-11-30 14:49:19.286,702,700,0,502,1,201111223,2011-11-22 16:02:52.615
821,821,0,8,13,2011-11-30 07:55:29.763,1212,1212,0,506,0,201111301,2011-11-30 07:55:29.763
822,822,0,999,0,2011-12-02 09:02:48.835,1211,1211,0,2003,0,999,2011-12-02 09:02:48.835
824,824,0,66,12,2011-12-02 20:16:40.964,1232,1232,0,506,0,20111223,2011-12-02 20:16:40.964
827,827,0,2,13,2011-12-01 13:51:25.989,1224,1224,0,502,0,201111172,2011-12-01 13:51:25.989
834,834,0,999,0,2011-11-30 23:11:50.031,5200,5200,0,2003,0,999,2011-11-30 22:48:06.664
836,836,0,999,0,2011-11-30 21:56:05.456,5200,2003,0,2003,0,999,2011-11-30 19:42:14.798
837,837,0,999,0,2011-12-02 08:13:28.839,1210,1210,0,2003,0,999,2011-12-02 08:13:28.839
838,838,0,999,0,2011-12-02 00:42:24.292,1226,1226,0,2003,0,999,2011-12-02 00:42:24.292
839,839,0,66,12,2011-12-02 19:51:09.512,1232,1232,0,502,0,20111223,2011-12-02 19:51:09.512
840,840,0,96,0,2011-12-02 16:41:14.306,12400,11900,0,11900,0,999,2011-12-02 16:20:01.936
841,841,0,999,0,2011-12-02 01:22:07.719,1226,1226,0,2003,0,999,2011-12-02 01:22:07.719
842,842,0,66,12,2011-12-02 16:48:30.133,1231,1231,0,506,0,20111223,2011-12-02 16:48:30.133
844,844,0,67,12,2011-12-02 22:14:59.982,1000,500,0,506,0,20111215,2011-12-01 17:13:18.736
845,845,0,999,0,2011-12-02 11:26:22.821,13400,2003,0,3700,0,999,2011-12-02 10:59:46.126
846,846,0,999,0,2011-12-03 00:47:52.711,13500,2003,0,10900,1,999,2011-12-02 23:22:34.622
851,851,0,67,12,2011-12-02 23:25:31.126,15200,10100,0,502,0,20111215,2011-12-01 17:23:59.678
852,852,0,96,11,2011-11-28 17:40:27.016,1229,1229,0,502,0,201111286,2011-11-28 17:40:27.016
855,855,0,999,0,2011-11-30 22:37:16.509,5200,5200,0,2003,0,999,2011-11-30 22:14:33.950
856,856,0,66,12,2011-12-02 20:06:58.146,1232,1232,0,506,0,20111223,2011-12-02 20:06:58.146
857,857,0,999,0,2011-12-02 07:40:02.244,1206,1206,0,2003,0,999,2011-12-02 07:40:02.244
858,858,0,7,13,2011-11-21 10:42:21.184,1225,1225,0,502,0,201111214,2011-11-21 10:42:21.184
860,860,0,999,0,2011-11-30 21:50:41.030,5200,2003,0,2003,0,999,2011-11-30 18:42:13.490
862,862,0,999,0,2011-12-02 10:22:40.395,1217,1217,0,2003,1,999,2011-12-02 10:21:40.199
863,594,0,999,0,2011-12-01 18:15:43.431,5200,5200,0,506,0,20111215,2011-12-01 15:25:58.435
864,88,0,67,12,2011-12-02 23:12:55.379,15400,10100,0,506,0,20111215,2011-12-01 17:18:27.530
865,910,0,67,12,2011-11-30 14:56:17.988,702,700,0,506,0,201111302,2011-11-30 12:06:41.916
866,911,0,999,0,2011-11-30 22:54:29.975,5200,5200,0,2003,0,999,2011-11-30 22:33:49.381
867,918,0,999,0,2011-12-01 22:19:38.675,13400,2003,0,10900,0,999,2011-12-01 22:15:20.584
868,913,0,66,12,2011-12-02 19:51:56.469,1232,1232,0,506,0,20111223,2011-12-02 19:51:56.469
869,905,0,999,0,2011-12-03 00:47:26.113,2002,2003,0,10900,0,999,2011-12-02 22:50:15.834
870,902,0,96,11,2011-11-28 17:14:51.048,1229,1229,0,506,0,201111286,2011-11-28 17:14:51.048
871,901,0,999,0,2011-12-02 18:32:22.104,13400,2003,0,11900,0,999,2011-12-02 18:28:33.595
872,900,0,66,12,2011-12-02 20:12:11.676,1232,1232,0,506,0,20111223,2011-12-02 20:12:11.676
873,906,0,999,0,2011-12-02 00:47:46.696,1226,1226,0,2003,0,999,2011-12-02 00:47:46.696
874,904,0,67,12,2011-12-02 20:40:30.750,2500,500,0,506,0,20111215,2011-12-01 18:05:47.183
875,903,0,999,0,2011-12-02 21:41:45.674,13400,2003,0,2003,0,999,2011-12-02 21:37:56.765
876,909,0,8,13,2011-11-30 08:43:56.012,1216,1216,0,506,0,201111301,2011-11-30 08:43:56.012
877,907,0,97,11,2011-12-02 14:00:28.586,1209,1209,0,506,1,201111223,2011-11-22 14:26:04.774
878,912,0,8,13,2011-12-02 12:06:43.352,1222,1222,0,506,0,201111301,2011-12-02 12:06:43.352
879,917,0,999,0,2011-12-02 08:11:17.931,1210,1210,0,2003,0,999,2011-12-02 08:11:17.931
880,919,0,96,11,2011-11-28 17:13:30.842,1229,1229,0,502,0,201111286,2011-11-28 17:13:30.842
881,915,0,67,12,2011-12-03 00:51:30.114,1230,1230,0,506,0,20111231,2011-12-03 00:51:30.114
882,908,0,999,0,2011-12-02 13:17:06.705,1214,1214,0,2003,0,999,2011-12-02 13:17:06.705
883,914,0,999,0,2011-12-02 21:43:42.282,13400,2003,0,2003,0,999,2011-12-02 21:39:09.670
