ID,carrierNumber,tagID,dieNumber,quantity,updateDate,currentLocation,destination,status,originationLocation,buffer,productionRunNumber,productionRunTimestamp,source
48,48,0,97,11,2011-11-30 14:30:09.232,706,700,0,502,0,201111223,2011-11-22 14:37:19.204,NOT_SET
50,50,0,66,12,2011-12-02 17:05:36.088,1231,1231,0,506,0,20111223,2011-12-02 17:05:36.088,NOT_SET
51,51,0,66,12,2011-12-02 23:30:33.230,14600,10100,0,502,1,20111223,2011-12-02 18:44:47.065,NOT_SET
52,52,0,999,0,2011-12-02 09:16:54.952,1213,1213,0,506,0,20111221,2011-12-02 09:16:54.952,NOT_SET
53,53,0,8,13,2011-11-30 08:47:00.828,1216,1216,0,502,0,201111301,2011-11-30 08:47:00.828,NOT_SET
56,56,0,8,13,2011-12-02 12:10:06.895,1222,1222,0,506,0,201111301,2011-12-02 12:10:06.895,NOT_SET
58,58,0,67,12,2011-11-30 14:53:08.486,702,700,0,405,0,0,2011-11-30 12:59:45.083,NOT_SET
59,59,0,999,0,2011-12-02 15:57:52.855,502,403,0,1800,0,999,2011-12-01 18:27:02.477,NOT_SET
60,60,0,67,12,2011-12-02 23:22:09.025,15900,10100,0,502,1,20111215,2011-12-01 17:19:34.937,NOT_SET
61,61,0,999,0,2011-12-01 21:27:17.008,13400,2003,0,3700,0,999,2011-12-01 21:22:39.268,NOT_SET
62,62,0,2,13,2011-12-01 21:55:05.176,1224,1224,0,502,1,201111294,2011-12-01 13:09:28.869,NOT_SET
63,63,0,96,11,2011-11-28 17:39:06.821,1229,1229,0,502,0,201111286,2011-11-28 17:39:06.821,NOT_SET
65,65,0,8,9,2011-12-01 11:11:14.668,1222,1222,0,502,0,201111301,2011-12-01 11:11:14.668,NOT_SET
67,67,0,999,0,2011-12-01 20:36:47.822,13400,2003,0,11900,0,999,2011-12-01 20:32:59.123,NOT_SET
68,68,0,999,0,2011-12-02 11:28:55.521,1217,1217,0,2003,0,999,2011-12-02 11:28:55.521,NOT_SET
69,69,0,999,0,2011-12-02 07:41:07.547,1206,1206,0,10900,0,999,2011-12-02 07:41:07.547,NOT_SET
70,70,0,999,0,2011-12-02 08:23:53.387,1211,1211,0,2003,1,999,2011-12-02 08:22:53.090,NOT_SET
71,71,0,66,12,2011-12-02 20:06:14.353,1232,1232,0,502,0,20111223,2011-12-02 20:06:14.353,NOT_SET
72,72,0,999,0,2011-12-02 08:03:36.217,1210,1210,0,2003,0,999,2011-12-02 08:03:36.217,NOT_SET
73,73,0,2,13,2011-11-29 15:02:08.485,1218,1218,0,506,0,201111294,2011-11-29 15:02:08.485,NOT_SET
74,74,0,96,11,2011-12-01 10:10:19.453,1227,1227,0,502,0,201111286,2011-12-01 10:10:19.453,NOT_SET
75,75,0,8,13,2011-11-30 08:40:51.727,1216,1216,0,502,0,201111301,2011-11-30 08:40:51.727,NOT_SET
76,76,0,999,0,2011-12-02 12:39:42.588,1207,1207,0,2003,0,999,2011-12-02 12:39:42.588,NOT_SET
77,77,0,999,0,2011-12-02 12:15:40.805,1215,1215,0,2003,0,999,2011-12-02 12:15:40.805,NOT_SET
78,78,0,999,0,2011-12-02 16:06:40.404,2006,2003,0,10900,1,999,2011-12-01 08:50:46.179,NOT_SET
79,79,0,999,0,2011-11-30 22:08:51.538,5200,5200,0,2003,0,999,2011-11-30 19:55:17.334,NOT_SET
81,81,0,96,11,2011-11-28 17:09:10.228,1229,1229,0,506,0,201111286,2011-11-28 17:09:10.228,NOT_SET
82,82,0,2,13,2011-12-01 13:48:32.099,1224,1224,0,502,0,201111172,2011-12-01 13:48:32.099,NOT_SET
83,83,0,2,13,2011-12-01 13:12:38.472,1224,1224,0,502,0,201111294,2011-12-01 13:12:38.472,NOT_SET
85,85,0,999,0,2011-12-02 00:39:44.452,1226,1226,0,2003,0,999,2011-12-02 00:39:44.452,NOT_SET
86,86,0,66,12,2011-12-02 20:00:59.640,1232,1232,0,506,0,20111223,2011-12-02 20:00:59.640,NOT_SET
90,90,0,66,12,2011-12-02 19:26:55.010,1233,1233,0,506,0,20111223,2011-12-02 19:26:55.010,NOT_SET
91,91,0,72,12,2011-12-02 21:43:38.186,1223,1223,0,506,0,20111224,2011-12-02 21:43:38.186,NOT_SET
92,92,0,1,1,2011-11-17 07:04:03.977,1500,3700,0,3700,0,201110187,2011-11-09 10:32:40.724,NOT_SET
93,93,0,67,12,2011-12-02 21:58:57.718,1230,1230,0,502,0,20111224,2011-12-02 21:58:57.718,NOT_SET
94,94,0,999,0,2011-12-02 07:35:41.138,1206,1206,0,2003,0,999,2011-12-02 07:35:41.138,NOT_SET
95,95,0,999,0,2011-12-02 08:07:42.331,13400,2003,0,3700,0,999,2011-12-02 07:38:39.645,NOT_SET
96,96,0,66,12,2011-12-02 20:08:47.553,1232,1232,0,502,0,20111223,2011-12-02 20:08:47.553,NOT_SET
97,97,0,999,0,2011-12-02 07:15:24.659,1206,1206,0,2003,0,999,2011-12-02 07:15:24.659,NOT_SET
98,98,0,72,12,2011-12-02 21:50:50.407,1223,1223,0,506,0,20111224,2011-12-02 21:50:50.407,NOT_SET
99,99,0,8,13,2011-12-02 12:08:25.058,1222,1222,0,502,0,201111301,2011-12-02 12:08:25.058,NOT_SET
100,100,0,8,13,2011-11-30 08:25:31.624,1216,1216,0,502,0,201111301,2011-11-30 08:25:31.624,NOT_SET
101,101,0,7,13,2011-11-21 16:21:11.578,1225,1225,0,506,0,201111214,2011-11-21 16:21:11.578,NOT_SET
102,102,0,999,0,2011-12-02 16:06:41.996,2007,403,0,3700,1,999,2011-12-01 08:46:04.834,NOT_SET
103,103,0,96,11,2011-11-28 17:20:04.889,1229,1229,0,502,0,201111286,2011-11-28 17:20:04.889,NOT_SET
104,104,0,67,12,2011-12-02 22:38:41.165,1230,1230,0,502,0,20111224,2011-12-02 22:38:41.165,NOT_SET
108,108,0,999,0,2011-12-02 16:06:01.388,2011,2003,0,3700,1,999,2011-11-22 20:30:55.241,NOT_SET
109,109,0,66,12,2011-12-02 16:20:19.932,1231,1231,0,502,0,20111223,2011-12-02 16:20:19.932,NOT_SET
110,110,0,999,0,2011-12-02 08:09:06.732,1210,1210,0,2003,0,999,2011-12-02 08:09:06.732,NOT_SET
111,111,0,999,0,2011-12-02 18:20:49.999,13400,2003,0,11900,0,999,2011-12-02 18:16:38.347,NOT_SET
112,112,0,8,13,2011-12-01 12:22:21.995,1222,1222,0,506,0,201111301,2011-12-01 12:22:21.995,NOT_SET
113,113,0,97,11,2011-11-22 14:32:45.200,1209,1209,0,506,0,201111223,2011-11-22 14:32:45.200,NOT_SET
114,114,0,96,11,2011-11-28 17:10:43.231,1229,1229,0,502,0,201111286,2011-11-28 17:10:43.231,NOT_SET
115,115,0,72,12,2011-12-02 21:45:05.381,1223,1223,0,502,0,20111224,2011-12-02 21:45:05.381,NOT_SET
116,116,0,999,0,2011-12-02 06:44:59.725,1226,1226,0,2003,0,999,2011-12-02 06:44:59.725,NOT_SET
117,117,0,999,0,2011-11-30 22:29:47.373,5200,5200,0,2003,0,999,2011-11-30 22:06:41.911,NOT_SET
118,118,0,96,11,2011-11-28 16:46:46.936,1229,1229,0,502,0,201111286,2011-11-28 16:46:46.936,NOT_SET
119,119,0,999,0,2011-12-02 11:35:15.147,1215,1215,0,2003,0,999,2011-12-02 11:35:15.147,NOT_SET
120,120,0,67,12,2011-12-02 22:33:19.563,1230,1230,0,502,0,20111224,2011-12-02 22:33:19.563,NOT_SET
121,121,0,66,12,2011-12-02 20:02:49.037,1232,1232,0,506,0,20111223,2011-12-02 20:02:49.037,NOT_SET
122,122,0,66,12,2011-12-02 16:34:24.307,1231,1231,0,506,0,20111223,2011-12-02 16:34:24.307,NOT_SET
123,123,0,66,12,2011-12-02 21:02:41.443,1100,500,0,502,1,20111223,2011-12-02 17:19:18.471,NOT_SET
124,124,0,999,0,2011-12-02 11:05:51.281,1217,1217,0,2003,0,999,2011-12-02 11:05:51.281,NOT_SET
126,126,0,999,0,2011-12-02 12:11:05.779,1215,1215,0,2003,0,999,2011-12-02 12:11:05.779,NOT_SET
127,127,0,999,0,2011-12-02 12:50:11.833,1214,1214,0,1800,1,999,2011-12-02 12:49:11.636,NOT_SET
128,128,0,999,0,2011-12-02 16:06:42.697,2004,2003,0,3700,0,999,2011-12-02 13:45:59.907,NOT_SET
129,129,0,999,0,2011-11-30 23:02:54.691,5200,5200,0,2003,0,999,2011-11-30 22:56:03.279,NOT_SET
130,130,0,999,0,2011-12-02 07:14:19.365,1206,1206,0,2003,0,999,2011-12-02 07:14:19.365,NOT_SET
131,131,0,999,0,2011-12-02 09:43:50.375,1213,1213,0,2003,0,999,2011-12-02 09:43:50.375,NOT_SET
132,132,0,999,1,2011-12-01 18:17:26.940,5200,5200,0,506,0,20111215,2011-12-01 15:27:18.230,NOT_SET
133,133,0,999,0,2011-12-02 09:50:07.277,1205,1205,0,2003,1,999,2011-12-02 09:49:06.579,NOT_SET
134,134,0,999,0,2011-12-02 00:02:33.434,1226,1226,0,2003,0,999,2011-12-02 00:02:33.434,NOT_SET
135,135,0,999,0,2011-12-02 06:45:50.968,1204,1204,0,2003,0,999,2011-12-02 06:45:50.968,NOT_SET
137,137,0,999,0,2011-12-02 06:43:43.435,1204,1204,0,2003,0,999,2011-12-02 06:43:43.435,NOT_SET
138,138,0,8,13,2011-12-02 11:56:47.936,1212,1212,0,502,1,201111301,2011-11-30 07:51:13.835,NOT_SET
139,139,0,2,13,2011-12-02 09:41:37.774,1218,1218,0,502,1,201111294,2011-11-29 14:54:16.296,NOT_SET
140,140,0,67,12,2011-12-02 23:21:52.822,10100,10100,0,502,1,20111215,2011-12-01 17:07:58.075,NOT_SET
141,141,0,999,0,2011-12-02 22:58:09.225,402,403,0,11900,0,999,2011-12-02 21:38:35.671,NOT_SET
144,144,0,96,11,2011-12-01 10:12:05.064,1227,1227,0,506,0,201111286,2011-12-01 10:12:05.064,NOT_SET
145,145,0,72,12,2011-12-02 21:24:38.817,1223,1223,0,502,0,20111224,2011-12-02 21:24:38.817,NOT_SET
146,146,0,66,12,2011-12-02 20:14:19.090,1232,1232,0,506,0,20111223,2011-12-02 20:14:19.090,NOT_SET
147,147,0,7,13,2011-11-21 16:18:06.282,1225,1225,0,502,0,201111214,2011-11-21 16:18:06.282,NOT_SET
148,148,0,2,13,2011-11-29 16:23:54.179,1208,1208,0,506,0,201111294,2011-11-29 16:23:54.179,NOT_SET
149,149,0,7,13,2011-11-21 15:58:48.617,1225,1225,0,502,0,20111192,2011-11-21 15:58:48.617,NOT_SET
150,150,0,999,0,2011-12-02 23:49:51.926,13500,2003,0,11900,0,999,2011-12-02 23:46:03.828,NOT_SET
151,151,0,999,0,2011-12-02 08:12:23.235,1210,1210,0,2003,0,999,2011-12-02 08:12:23.235,NOT_SET
152,152,0,999,0,2011-11-30 23:19:25.776,5200,5200,0,2003,0,999,2011-11-30 23:04:06.434,NOT_SET
153,153,0,8,13,2011-11-30 08:22:29.322,1216,1216,0,506,0,201111301,2011-11-30 08:22:29.322,NOT_SET
154,154,0,999,0,2011-11-30 23:05:50.824,5200,5200,0,2003,0,999,2011-11-30 22:44:31.214,NOT_SET
155,155,0,7,13,2011-11-23 08:24:31.948,1225,1225,0,506,1,201111214,2011-11-21 10:41:08.480,NOT_SET
156,156,0,999,0,2011-11-30 23:18:57.776,1221,1221,0,3700,0,999,2011-11-30 23:18:57.776,NOT_SET
157,157,0,999,0,2011-11-30 22:32:54.182,5200,5200,0,2003,0,999,2011-11-30 22:09:46.997,NOT_SET
158,158,0,999,0,2011-12-02 01:20:50.228,1226,1226,0,2003,0,999,2011-12-02 01:20:50.228,NOT_SET
159,159,0,96,11,2011-11-30 14:28:32.724,706,700,0,506,0,688,2011-11-28 12:00:00.0,NOT_SET
160,160,0,72,12,2011-12-02 23:05:03.480,1223,1223,0,405,0,0,2011-12-02 23:05:03.480,NOT_SET
161,161,0,999,0,2011-12-02 09:49:17.976,1213,1213,0,2003,0,999,2011-12-02 09:49:17.976,NOT_SET
162,162,0,66,12,2011-12-02 16:35:07.999,1231,1231,0,502,0,20111223,2011-12-02 16:35:07.999,NOT_SET
165,165,0,999,0,2011-12-02 21:48:41.011,1201,1201,0,502,1,20111224,2011-12-02 21:47:35.427,NOT_SET
167,167,0,999,0,2011-12-02 18:12:46.243,13400,2003,0,2003,0,999,2011-12-02 18:08:52.447,NOT_SET
168,168,0,66,12,2011-12-02 17:12:47.048,1231,1231,0,506,0,20111223,2011-12-02 17:12:47.048,NOT_SET
170,170,0,8,13,2011-11-30 08:31:29.639,1216,1216,0,506,0,201111301,2011-11-30 08:31:29.639,NOT_SET
171,171,0,67,0,2011-11-28 12:18:11.002,1500,3700,0,3700,0,999,2011-11-28 11:47:23.225,NOT_SET
173,173,0,66,12,2011-12-02 17:12:10.545,1231,1231,0,502,0,20111223,2011-12-02 17:12:10.545,NOT_SET
175,175,0,999,0,2011-12-02 08:04:41.621,1210,1210,0,2003,0,999,2011-12-02 08:04:41.621,NOT_SET
178,178,0,999,0,2011-12-02 08:03:55.925,13400,2003,0,10900,0,999,2011-12-02 07:34:16.446,NOT_SET
179,179,0,66,11,2011-12-02 17:43:03.249,1231,1231,0,506,0,20111223,2011-12-02 17:43:03.249,NOT_SET
180,180,0,999,0,2011-12-02 09:05:16.347,1213,1213,0,2003,1,999,2011-12-02 09:04:16.231,NOT_SET
181,181,0,66,12,2011-12-02 17:47:48.359,1231,1231,0,506,0,20111223,2011-12-02 17:47:48.359,NOT_SET
182,182,0,66,12,2011-12-02 16:08:34.007,1231,1231,0,502,0,20111223,2011-12-02 16:08:34.007,NOT_SET
183,183,0,66,12,2011-12-02 17:44:38.056,1231,1231,0,502,0,20111223,2011-12-02 17:44:38.056,NOT_SET
185,185,0,999,0,2011-12-02 08:58:27.019,1211,1211,0,2003,0,999,2011-12-02 08:58:27.019,NOT_SET
186,186,0,67,12,2011-12-02 20:14:30.686,2500,500,0,502,0,20111215,2011-12-01 18:05:00.086,NOT_SET
187,187,0,66,12,2011-12-02 23:30:07.473,14600,10100,0,506,0,20111223,2011-12-02 18:45:38.058,NOT_SET
188,188,0,66,12,2011-12-02 20:21:31.592,1232,1232,0,506,0,20111223,2011-12-02 20:21:31.592,NOT_SET
189,189,0,66,12,2011-12-02 13:14:55.707,1200,500,0,502,0,20111213,2011-12-01 02:16:52.996,NOT_SET
190,190,0,999,0,2011-12-01 21:24:50.878,13400,2003,0,10900,0,999,2011-12-01 21:20:35.370,NOT_SET
192,192,0,999,0,2011-12-02 13:14:55.797,1214,1214,0,2003,0,999,2011-12-02 13:14:55.797,NOT_SET
193,193,0,66,12,2011-12-02 23:22:37.125,15300,10100,0,506,1,20111223,2011-12-02 18:00:55.731,NOT_SET
194,194,0,8,13,2011-11-30 08:23:27.516,1216,1216,0,502,0,201111301,2011-11-30 08:23:27.516,NOT_SET
195,195,0,999,0,2011-12-02 23:35:38.679,13500,2003,0,11900,0,999,2011-12-02 23:31:50.181,NOT_SET
197,197,0,999,0,2011-12-01 00:11:21.566,1221,1221,0,2003,0,999,2011-12-01 00:11:21.566,NOT_SET
198,198,0,999,0,2011-12-02 11:34:09.452,1215,1215,0,2003,0,999,2011-12-02 11:34:09.452,NOT_SET
199,199,0,999,0,2011-11-30 22:14:03.957,5200,5200,0,2003,0,999,2011-11-30 20:03:12.177,NOT_SET
202,202,0,66,12,2011-12-02 17:16:44.038,1231,1231,0,502,0,20111223,2011-12-02 17:16:44.038,NOT_SET
203,203,0,7,13,2011-11-21 16:14:08.980,1225,1225,0,502,0,201111214,2011-11-21 16:14:08.980,NOT_SET
206,206,0,999,0,2011-12-01 21:26:03.873,13400,2003,0,1800,0,999,2011-12-01 21:21:16.870,NOT_SET
207,207,0,999,0,2011-11-30 22:11:30.136,5200,5200,0,2003,0,999,2011-11-30 20:01:37.380,NOT_SET
208,208,0,999,0,2011-12-02 10:15:33.681,1205,1205,0,2003,0,999,2011-12-02 10:15:33.681,NOT_SET
209,209,0,999,0,2011-12-03 00:47:43.708,13600,2003,0,11900,1,999,2011-12-02 23:08:42.876,NOT_SET
210,210,0,999,0,2011-12-03 00:47:24.611,403,403,0,2003,0,999,2011-12-02 21:34:46.932,NOT_SET
211,211,0,999,0,2011-12-01 20:38:00.827,13400,2003,0,3700,0,999,2011-12-01 20:33:38.920,NOT_SET
212,212,0,999,0,2011-11-30 23:35:40.528,5200,5200,0,2003,0,999,2011-11-30 23:08:51.324,NOT_SET
213,213,0,8,13,2011-11-30 08:44:49.930,1216,1216,0,502,0,201111301,2011-11-30 08:44:49.930,NOT_SET
214,214,0,7,13,2011-11-21 16:19:37.483,1225,1225,0,502,0,201111214,2011-11-21 16:19:37.483,NOT_SET
215,215,0,999,0,2011-11-30 22:39:06.007,5200,5200,0,2003,0,999,2011-11-30 22:20:34.278,NOT_SET
216,216,0,66,12,2011-12-02 17:04:30.484,1231,1231,0,502,0,20111223,2011-12-02 17:04:30.484,NOT_SET
217,217,0,8,13,2011-11-30 07:52:55.822,1212,1212,0,506,0,201111301,2011-11-30 07:52:55.822,NOT_SET
219,219,0,999,0,2011-12-02 09:41:32.276,1213,1213,0,2003,0,999,2011-12-02 09:41:32.276,NOT_SET
220,220,0,999,0,2011-12-02 07:17:42.777,1206,1206,0,2003,0,999,2011-12-02 07:17:42.777,NOT_SET
221,221,0,8,13,2011-12-01 12:29:06.506,1222,1222,0,502,0,201111301,2011-12-01 12:29:06.506,NOT_SET
222,222,0,999,0,2011-12-02 12:23:03.121,1207,1207,0,2003,1,999,2011-12-02 12:15:34.406,NOT_SET
223,223,0,66,12,2011-12-02 19:57:21.186,1232,1232,0,502,0,20111223,2011-12-02 19:57:21.186,NOT_SET
225,225,0,999,0,2011-12-02 23:37:20.676,13500,2003,0,10900,0,999,2011-12-02 23:33:32.478,NOT_SET
226,226,0,999,0,2011-11-30 23:15:48.033,1221,1221,0,2003,0,999,2011-11-30 23:15:48.033,NOT_SET
230,230,0,66,12,2011-12-02 20:22:22.695,1232,1232,0,502,0,20111223,2011-12-02 20:22:22.695,NOT_SET
232,232,0,67,12,2011-12-02 22:17:11.280,1230,1230,0,502,0,20111224,2011-12-02 22:17:11.280,NOT_SET
233,233,0,999,0,2011-12-02 08:59:32.513,1211,1211,0,2003,0,999,2011-12-02 08:59:32.513,NOT_SET
234,234,0,999,0,2011-12-02 12:40:56.985,13400,2003,0,1800,0,999,2011-12-02 12:14:27.289,NOT_SET
235,235,0,67,12,2011-12-02 22:28:42.735,1230,1230,0,506,0,20111224,2011-12-02 22:28:42.735,NOT_SET
237,237,0,67,12,2011-12-02 22:41:21.576,1230,1230,0,502,0,20111224,2011-12-02 22:41:21.576,NOT_SET
238,238,0,66,12,2011-12-02 16:33:11.902,1231,1231,0,502,0,20111223,2011-12-02 16:33:11.902,NOT_SET
239,239,0,8,13,2011-11-30 08:24:33.230,1216,1216,0,506,0,201111301,2011-11-30 08:24:33.230,NOT_SET
240,240,0,999,0,2011-12-01 21:13:09.980,13400,2003,0,10900,0,999,2011-12-01 21:09:21.321,NOT_SET
241,241,0,999,0,2011-12-02 07:08:43.232,1204,1204,0,2003,0,999,2011-12-02 07:08:43.232,NOT_SET
242,242,0,67,12,2011-12-02 21:58:21.225,1230,1230,0,506,0,20111224,2011-12-02 21:58:21.225,NOT_SET
243,243,0,97,11,2011-11-30 14:36:24.222,706,700,0,502,0,201111223,2011-11-22 15:33:03.402,NOT_SET
244,244,0,96,11,2011-12-01 14:08:33.767,1227,1227,0,506,0,201111286,2011-12-01 14:08:33.767,NOT_SET
245,245,0,96,11,2011-11-28 17:16:11.353,1229,1229,0,502,0,201111286,2011-11-28 17:16:11.353,NOT_SET
246,246,0,999,0,2011-12-01 22:06:04.725,13400,2003,0,10900,0,999,2011-12-01 22:02:16.427,NOT_SET
247,247,0,999,0,2011-12-02 11:36:20.651,1215,1215,0,2003,0,999,2011-12-02 11:36:20.651,NOT_SET
248,248,0,8,13,2011-12-01 11:30:57.119,1222,1222,0,405,0,0,2011-12-01 11:30:57.119,NOT_SET
249,249,0,999,0,2011-11-30 22:58:16.992,5200,5200,0,2003,0,999,2011-11-30 22:42:49.909,NOT_SET
250,250,0,72,12,2011-12-01 19:31:09.289,1223,1223,0,506,0,20111215,2011-12-01 19:31:09.289,NOT_SET
251,251,0,999,0,2011-10-19 11:26:14.091,2300,2300,0,3700,0,999,2011-10-19 11:11:45.061,NOT_SET
252,252,0,999,0,2011-12-03 00:48:23.415,401,403,0,10900,1,999,2011-12-02 21:57:27.318,NOT_SET
253,253,0,67,12,2011-12-02 22:35:52.643,1230,1230,0,506,0,20111224,2011-12-02 22:35:52.643,NOT_SET
254,254,0,66,11,2011-12-02 22:19:24.292,500,500,0,502,1,20111223,2011-12-02 20:53:50.690,NOT_SET
255,255,0,999,0,2011-12-02 09:42:44.870,1213,1213,0,2003,0,999,2011-12-02 09:42:44.870,NOT_SET
256,256,0,66,12,2011-12-02 20:04:09.433,1232,1232,0,502,0,20111223,2011-12-02 20:04:09.433,NOT_SET
257,257,0,999,0,2011-12-03 00:47:39.212,2001,2003,0,10900,0,999,2011-12-02 23:00:14.024,NOT_SET
258,258,0,999,0,2011-12-02 22:57:19.233,402,403,0,2003,0,999,2011-12-02 21:36:44.040,NOT_SET
259,259,0,97,11,2011-11-22 14:29:21.497,1209,1209,0,502,0,201111223,2011-11-22 14:29:21.497,NOT_SET
261,261,0,999,0,2011-12-02 09:46:01.573,1213,1213,0,2003,0,999,2011-12-02 09:46:01.573,NOT_SET
262,262,0,66,7,2011-12-02 21:06:00.329,1800,1800,0,1800,1,20111223,2011-12-02 21:06:00.329,NOT_SET
264,264,0,66,12,2011-12-02 18:48:56.173,1233,1233,0,502,0,20111223,2011-12-02 18:48:56.173,NOT_SET
265,265,0,999,0,2011-12-02 16:15:01.835,2005,2003,0,1800,1,999,2011-12-02 13:43:07.199,NOT_SET
266,266,0,999,0,2011-12-02 08:57:21.414,1211,1211,0,2003,0,999,2011-12-02 08:57:21.414,NOT_SET
267,267,0,67,12,2011-12-02 22:33:55.945,1230,1230,0,506,0,20111224,2011-12-02 22:33:55.945,NOT_SET
268,268,0,999,0,2011-12-02 08:52:52.187,1211,1211,0,2003,0,999,2011-12-02 08:52:52.187,NOT_SET
269,269,0,66,12,2011-12-02 20:41:27.361,1100,500,0,506,1,20111223,2011-12-02 17:17:43.744,NOT_SET
271,271,0,999,0,2011-12-02 06:46:16.425,1226,1226,0,2003,0,999,2011-12-02 06:46:16.425,NOT_SET
272,272,0,7,13,2011-11-21 16:22:46.274,1225,1225,0,506,0,201111214,2011-11-21 16:22:46.274,NOT_SET
273,273,0,999,0,2011-12-02 11:02:34.428,1217,1217,0,2003,0,999,2011-12-02 11:02:34.428,NOT_SET
274,274,0,67,12,2011-11-30 14:51:33.689,702,700,0,502,0,201111302,2011-11-30 12:58:40.380,NOT_SET
275,275,0,67,12,2011-12-02 21:02:43.246,2500,500,0,506,0,20111215,2011-12-01 18:31:46.876,NOT_SET
276,276,0,66,12,2011-12-02 17:41:30.816,1231,1231,0,502,1,20111223,2011-12-02 16:06:08.087,NOT_SET
277,277,0,2,11,2011-12-02 13:13:35.391,1228,1228,0,10900,1,999,2011-12-02 10:21:55.400,NOT_SET
278,278,0,2,13,2011-11-29 16:21:14.089,1208,1208,0,506,0,201111294,2011-11-29 16:21:14.089,NOT_SET
279,279,0,2,13,2011-11-30 14:13:20.442,1208,1208,1,502,1,201111294,2011-11-29 16:19:50.799,NOT_SET
280,280,0,96,11,2011-11-28 17:21:32.405,1229,1229,0,506,0,201111286,2011-11-28 17:21:32.405,NOT_SET
281,281,0,7,13,2011-11-21 10:49:31.734,1225,1225,0,506,0,201111214,2011-11-21 10:49:31.734,NOT_SET
283,283,0,999,0,2011-12-02 18:18:22.547,13400,2003,0,3700,0,999,2011-12-02 18:14:34.058,NOT_SET
284,284,0,999,0,2011-12-02 07:06:39.834,1204,1204,0,2003,0,999,2011-12-02 07:06:39.834,NOT_SET
285,285,0,999,0,2011-11-30 22:59:15.376,5200,5200,0,2003,0,999,2011-11-30 22:49:41.961,NOT_SET
286,286,0,67,12,2011-12-02 23:00:24.229,1230,1230,0,506,0,20111224,2011-12-02 23:00:24.229,NOT_SET
287,287,0,999,0,2011-12-01 21:57:55.591,13400,2003,0,10900,0,999,2011-12-01 21:53:40.675,NOT_SET
289,289,0,999,0,2011-12-02 10:18:49.493,1205,1205,0,2003,0,999,2011-12-02 10:18:49.493,NOT_SET
290,290,0,7,13,2011-11-21 10:44:44.080,1225,1225,0,502,0,201111214,2011-11-21 10:44:44.080,NOT_SET
291,291,0,66,12,2011-12-02 16:49:06.635,1231,1231,0,502,0,20111223,2011-12-02 16:49:06.635,NOT_SET
292,292,0,67,12,2011-12-02 23:07:47.176,1234,1234,0,502,1,20111224,2011-12-02 23:05:11.682,NOT_SET
293,293,0,66,12,2011-12-02 17:09:08.343,1231,1231,0,502,0,20111223,2011-12-02 17:09:08.343,NOT_SET
295,295,0,999,0,2011-12-02 21:34:49.936,13400,2003,0,2003,0,999,2011-12-02 21:29:35.724,NOT_SET
297,297,0,999,0,2011-12-02 09:50:04.673,1205,1205,0,2003,0,999,2011-12-02 09:50:04.673,NOT_SET
298,298,0,66,12,2011-12-02 16:37:19.999,1231,1231,0,502,0,20111223,2011-12-02 16:37:19.999,NOT_SET
299,299,0,2,13,2011-11-29 16:22:34.094,1208,1208,0,502,0,201111294,2011-11-29 16:22:34.094,NOT_SET
300,300,0,999,0,2011-12-02 12:16:47.020,1207,1207,0,1800,0,999,2011-12-02 12:16:47.020,NOT_SET
301,301,0,8,13,2011-11-30 08:41:42.710,1216,1216,0,506,0,201111301,2011-11-30 08:41:42.710,NOT_SET
302,302,0,96,11,2011-11-28 17:18:44.694,1229,1229,0,506,0,201111286,2011-11-28 17:18:44.694,NOT_SET
303,303,0,97,11,2011-11-22 14:28:15.692,1209,1209,0,506,0,201111223,2011-11-22 14:28:15.692,NOT_SET
304,304,0,2,13,2011-11-29 15:01:03.181,1218,1218,0,502,0,201111294,2011-11-29 15:01:03.181,NOT_SET
306,306,0,67,12,2011-11-30 14:59:40.900,700,700,0,502,0,201111302,2011-11-30 12:23:15.454,NOT_SET
307,307,0,999,0,2011-12-01 10:43:57.945,2005,2005,0,10900,1,999,2011-11-30 17:28:40.815,NOT_SET
310,310,0,67,12,2011-12-02 22:31:52.167,1230,1230,0,502,0,20111224,2011-12-02 22:31:52.167,NOT_SET
311,311,0,7,13,2011-11-21 16:00:18.917,1225,1225,0,502,0,201111214,2011-11-21 16:00:18.917,NOT_SET
312,312,0,999,0,2011-12-02 08:05:50.320,1210,1210,0,2003,0,999,2011-12-02 08:05:50.320,NOT_SET
314,314,0,999,0,2011-12-02 20:35:45.650,13400,2003,0,10900,0,999,2011-12-02 20:31:20.548,NOT_SET
315,315,0,97,11,2011-11-30 14:31:39.422,706,700,0,506,0,201111223,2011-11-22 14:38:44.015,NOT_SET
316,316,0,2,13,2011-11-29 14:56:42.897,1218,1218,0,502,0,201111294,2011-11-29 14:56:42.897,NOT_SET
317,317,0,67,10,2011-12-02 23:45:04.723,10900,10900,0,10900,1,20111215,2011-12-02 23:45:04.723,NOT_SET
318,318,0,999,0,2011-12-02 12:42:07.787,1207,1207,0,2003,0,999,2011-12-02 12:42:07.787,NOT_SET
319,319,0,66,12,2011-12-02 23:22:25.238,15800,10100,0,506,1,20111223,2011-12-02 20:50:54.386,NOT_SET
320,320,0,66,10,2011-12-02 23:52:55.530,12200,11900,0,11900,1,20111223,2011-12-02 23:46:26.230,NOT_SET
322,322,0,999,0,2011-12-03 00:46:10.024,506,403,0,2003,1,999,2011-12-02 21:26:15.326,NOT_SET
