ID,carrierNumber,tagID,dieNumber,quantity,updateDate,currentLocation,destination,status,originationLocation,buffer,productionRunNumber,productionRunTimestamp,source
324,324,0,999,0,2011-12-02 08:53:54.287,13400,2003,0,11900,0,999,2011-12-02 08:22:40.382,NOT_SET
325,325,0,999,0,2011-12-01 00:06:34.704,1221,1221,0,2003,0,999,2011-12-01 00:06:34.704,NOT_SET
326,326,0,999,0,2011-12-01 21:23:37.772,13400,2003,0,11900,0,999,2011-12-01 21:19:48.973,NOT_SET
328,328,0,999,0,2011-12-02 05:30:14.305,2005,2003,0,11900,1,999,2011-11-30 17:49:03.733,NOT_SET
329,329,0,999,0,2011-12-02 00:04:44.332,1226,1226,0,2003,0,999,2011-12-02 00:04:44.332,NOT_SET
330,330,0,999,0,2011-11-30 22:07:08.319,5200,5200,0,2003,0,999,2011-11-30 19:52:36.723,NOT_SET
331,331,0,97,4,2011-12-02 16:59:17.223,12400,10900,0,10900,0,201111223,2011-12-02 16:21:13.379,NOT_SET
332,332,0,67,12,2011-12-02 22:39:46.870,1230,1230,0,506,0,20111224,2011-12-02 22:39:46.870,NOT_SET
333,333,0,2,13,2011-12-01 13:52:53.134,1224,1224,0,506,0,201111172,2011-12-01 13:52:53.134,NOT_SET
335,335,0,999,0,2011-11-30 23:17:22.869,1221,1221,0,2003,0,999,2011-11-30 23:17:22.869,NOT_SET
337,337,0,8,13,2011-12-01 11:38:43.219,1222,1222,0,506,0,201111301,2011-12-01 11:38:43.219,NOT_SET
338,338,0,999,0,2011-11-30 22:39:57.911,5200,5200,0,2003,0,999,2011-11-30 22:24:56.054,NOT_SET
339,339,0,67,12,2011-12-02 19:52:40.883,2500,500,0,506,0,20111215,2011-12-01 18:03:40.682,NOT_SET
340,340,0,66,12,2011-12-02 20:23:14.119,1233,1233,0,506,0,20111223,2011-12-02 20:23:14.119,NOT_SET
341,341,0,999,0,2011-11-30 23:37:38.918,1221,1221,0,2003,1,999,2011-11-30 23:13:36.434,NOT_SET
343,343,0,999,0,2011-11-30 22:57:25.678,5200,5200,0,2003,0,999,2011-11-30 22:41:14.852,NOT_SET
345,345,0,999,0,2011-12-02 12:52:30.042,1214,1214,0,10900,0,999,2011-12-02 12:52:30.042,NOT_SET
346,346,0,66,12,2011-12-02 23:24:26.733,15200,10100,0,506,1,20111223,2011-12-02 18:26:50.397,NOT_SET
347,347,0,999,0,2011-12-02 13:16:01.401,1214,1214,0,2003,0,999,2011-12-02 13:16:01.401,NOT_SET
353,353,0,96,11,2011-12-02 14:09:25.108,1227,1227,0,506,1,201111286,2011-12-01 10:08:45.147,NOT_SET
354,354,0,999,0,2011-12-03 00:46:45.304,300,403,0,10900,0,999,2011-12-02 22:08:19.666,NOT_SET
356,356,0,7,13,2011-11-21 16:07:25.020,1225,1225,0,502,0,201111214,2011-11-21 16:07:25.020,NOT_SET
357,357,0,999,0,2011-12-02 16:06:38.401,2008,403,0,2003,0,999,2011-12-01 07:48:37.127,NOT_SET
358,358,0,2,13,2011-11-29 16:27:54.294,1208,1208,0,502,0,201111294,2011-11-29 16:27:54.294,NOT_SET
360,360,0,96,3,2011-11-29 18:53:58.126,12400,11900,0,11900,0,201111286,2011-11-29 18:42:03.549,NOT_SET
361,361,0,66,12,2011-12-02 19:55:46.600,1232,1232,0,506,0,20111223,2011-12-02 19:55:46.600,NOT_SET
362,362,0,67,12,2011-12-02 22:50:00.332,10100,10100,0,502,0,20111215,2011-12-01 17:10:16.795,NOT_SET
363,363,0,999,0,2011-12-02 12:43:20.381,1207,1207,0,11900,0,999,2011-12-02 12:43:20.381,NOT_SET
366,366,0,999,0,2011-11-30 21:58:48.370,5200,2003,0,2003,0,999,2011-11-30 19:45:27.325,NOT_SET
367,367,0,66,12,2011-12-02 19:53:38.586,1232,1232,0,506,0,20111223,2011-12-02 19:53:38.586,NOT_SET
368,368,0,2,13,2011-12-01 13:55:52.232,1224,1224,0,506,0,201111172,2011-12-01 13:55:52.232,NOT_SET
369,369,0,999,0,2011-12-02 13:13:50.693,1214,1214,0,2003,0,999,2011-12-02 13:13:50.693,NOT_SET
370,370,0,67,12,2011-12-02 21:56:10.217,1230,1230,0,502,0,20111224,2011-12-02 21:56:10.217,NOT_SET
371,371,0,999,0,2011-12-01 21:39:22.821,13400,2003,0,1800,0,999,2011-12-01 21:35:34.323,NOT_SET
372,372,0,999,0,2011-11-30 18:42:48.891,13400,2003,0,11900,0,999,2011-11-30 18:02:34.770,NOT_SET
373,373,0,96,11,2011-11-28 16:50:11.460,1229,1229,0,506,0,201111286,2011-11-28 16:50:11.460,NOT_SET
374,374,0,66,9,2011-11-30 09:00:18.284,12400,10100,0,405,0,0,2011-11-29 22:21:31.834,NOT_SET
375,375,0,96,11,2011-11-28 17:17:24.358,1229,1229,0,506,0,201111286,2011-11-28 17:17:24.358,NOT_SET
376,376,0,999,0,2011-12-01 23:56:40.837,1226,1226,0,2003,0,999,2011-12-01 23:56:40.837,NOT_SET
377,377,0,999,0,2011-12-02 12:53:35.436,1214,1214,0,2003,0,999,2011-12-02 12:53:35.436,NOT_SET
378,378,0,999,0,2011-12-02 21:32:23.135,13400,2003,0,11900,0,999,2011-12-02 21:28:20.025,NOT_SET
380,380,0,66,12,2011-12-02 19:54:17.882,1100,500,0,506,0,20111223,2011-12-02 17:20:09.374,NOT_SET
381,381,0,999,0,2011-12-03 00:46:55.008,13600,2003,0,10900,0,999,2011-12-02 23:13:25.482,NOT_SET
383,383,0,999,0,2011-11-30 22:09:50.542,5200,5200,0,2003,0,999,2011-11-30 19:58:27.277,NOT_SET
384,384,0,8,13,2011-11-30 08:42:43.418,1216,1216,0,502,0,201111301,2011-11-30 08:42:43.418,NOT_SET
385,385,0,999,0,2011-12-03 00:47:46.112,13600,2003,0,11900,0,999,2011-12-02 23:21:37.129,NOT_SET
386,386,0,66,12,2011-12-02 23:21:34.125,1233,1233,0,502,1,20111223,2011-12-02 18:47:14.267,NOT_SET
388,388,0,66,12,2011-12-02 13:16:02.513,1200,500,0,506,0,20111213,2011-12-01 02:17:32.803,NOT_SET
389,389,0,999,0,2011-12-02 11:33:03.948,1215,1215,0,2003,0,999,2011-12-02 11:33:03.948,NOT_SET
390,390,0,67,12,2011-12-02 23:07:30.752,1234,1234,0,502,0,20111224,2011-12-02 23:07:30.752,NOT_SET
391,391,0,999,0,2011-12-02 12:14:35.190,1215,1215,0,2003,0,999,2011-12-02 12:14:35.190,NOT_SET
392,392,0,66,12,2011-12-02 19:23:16.706,1233,1233,0,502,0,20111223,2011-12-02 19:23:16.706,NOT_SET
393,393,0,7,13,2011-11-21 16:01:46.022,1225,1225,0,502,0,201111214,2011-11-21 16:01:46.022,NOT_SET
394,394,0,66,12,2011-12-02 23:29:13.736,14600,10100,0,502,1,20111223,2011-12-02 18:42:43.237,NOT_SET
395,395,0,8,13,2011-12-01 11:36:54.473,1222,1222,0,405,0,0,2011-12-01 11:36:54.473,NOT_SET
396,396,0,999,0,2011-12-02 22:57:07.025,2003,2003,0,10900,0,999,2011-12-02 22:28:54.852,NOT_SET
397,397,0,999,0,2011-11-30 22:05:14.686,5200,5200,0,2003,0,999,2011-11-30 19:50:03.412,NOT_SET
398,398,0,2,9,2011-12-01 13:15:47.274,1224,1224,0,506,0,201111294,2011-12-01 13:15:47.274,NOT_SET
399,399,0,999,0,2011-12-02 12:12:24.182,1215,1215,0,2003,0,999,2011-12-02 12:12:24.182,NOT_SET
400,400,0,66,12,2011-12-02 17:02:12.075,1231,1231,0,506,0,20111223,2011-12-02 17:02:12.075,NOT_SET
401,401,0,999,0,2011-12-02 09:06:27.329,1213,1213,0,2003,0,999,2011-12-02 09:06:27.329,NOT_SET
402,402,0,999,0,2011-12-02 11:04:45.576,1217,1217,0,2003,0,999,2011-12-02 11:04:45.576,NOT_SET
403,403,0,999,0,2011-11-30 23:16:37.664,5200,5200,0,2003,0,999,2011-11-30 22:57:38.176,NOT_SET
404,404,0,67,12,2011-11-30 14:49:58.783,702,700,0,506,0,201111302,2011-11-30 12:57:34.786,NOT_SET
405,405,0,66,12,2011-12-02 17:08:23.839,1231,1231,0,506,0,20111223,2011-12-02 17:08:23.839,NOT_SET
407,407,0,66,12,2011-12-02 20:02:05.234,1232,1232,0,502,0,20111223,2011-12-02 20:02:05.234,NOT_SET
408,408,0,999,0,2011-12-02 12:38:29.893,1207,1207,0,2003,0,999,2011-12-02 12:38:29.893,NOT_SET
411,411,0,999,0,2011-12-01 22:18:25.180,13400,2003,0,11900,0,999,2011-12-01 22:14:36.881,NOT_SET
412,412,0,999,0,2011-11-30 23:23:57.377,1221,1221,0,2003,0,999,2011-11-30 23:23:57.377,NOT_SET
413,413,0,67,12,2011-12-02 23:22:05.129,15400,10100,0,502,1,20111215,2011-12-01 17:17:51.128,NOT_SET
415,415,0,999,0,2011-12-01 00:01:47.020,1221,1221,0,2003,0,999,2011-12-01 00:01:47.020,NOT_SET
416,416,0,999,0,2011-11-30 21:53:31.875,5200,2003,0,2003,0,999,2011-11-30 19:39:34.017,NOT_SET
417,417,0,999,0,2011-12-03 00:47:19.914,403,403,0,2003,1,999,2011-12-02 21:33:41.337,NOT_SET
418,418,0,999,0,2011-11-30 21:51:59.132,5200,2003,0,2003,0,999,2011-11-30 19:30:29.444,NOT_SET
420,420,0,999,0,2011-11-30 23:21:11.578,5200,5200,0,2003,0,999,2011-11-30 23:07:16.427,NOT_SET
423,423,0,999,0,2011-12-02 09:00:38.117,1211,1211,0,2003,0,999,2011-12-02 09:00:38.117,NOT_SET
424,424,0,8,13,2011-12-01 12:15:54.047,1222,1222,0,506,0,201111301,2011-12-01 12:15:54.047,NOT_SET
425,425,0,97,0,2011-12-01 16:56:47.341,12400,10900,0,10900,0,999,2011-11-28 19:19:13.488,NOT_SET
426,426,0,66,12,2011-12-02 20:18:59.383,1232,1232,0,506,0,20111223,2011-12-02 20:18:59.383,NOT_SET
427,427,0,999,0,2011-12-02 12:37:17.299,1207,1207,0,2003,0,999,2011-12-02 12:37:17.299,NOT_SET
429,429,0,999,0,2011-12-01 09:17:36.865,2005,403,0,3700,1,999,2011-12-01 07:49:48.570,NOT_SET
430,430,0,97,11,2011-11-22 14:27:10.298,1209,1209,0,502,0,201111223,2011-11-22 14:27:10.298,NOT_SET
431,431,0,999,0,2011-12-03 00:47:03.501,502,403,0,10900,1,999,2011-12-02 21:30:40.127,NOT_SET
432,432,0,97,11,2011-11-30 14:33:13.818,706,700,0,502,0,201111223,2011-11-22 15:23:36.217,NOT_SET
433,433,0,999,0,2011-12-01 00:09:46.560,1221,1221,0,2003,0,999,2011-12-01 00:09:46.560,NOT_SET
434,434,0,999,0,2011-12-02 06:44:41.519,1204,1204,0,2003,0,999,2011-12-02 06:44:41.519,NOT_SET
438,438,0,999,0,2011-12-02 07:42:12.841,1206,1206,0,2003,0,999,2011-12-02 07:42:12.841,NOT_SET
439,439,0,2,13,2011-12-02 15:14:47.618,1228,1228,0,11900,0,999,2011-12-02 15:14:47.618,NOT_SET
440,440,0,999,0,2011-12-01 00:12:56.543,1221,1221,0,2003,0,999,2011-12-01 00:12:56.543,NOT_SET
442,442,0,999,0,2011-12-01 20:45:34.049,13400,2003,0,10900,0,999,2011-12-01 20:41:44.749,NOT_SET
444,444,0,67,12,2011-12-02 18:19:55.450,1000,500,0,506,0,20111215,2011-12-01 18:36:08.492,NOT_SET
448,448,0,999,0,2011-12-02 10:16:38.885,1205,1205,0,2003,0,999,2011-12-02 10:16:38.885,NOT_SET
449,449,0,96,8,2011-12-02 15:16:01.214,1229,1229,0,405,0,0,2011-12-02 15:16:01.214,NOT_SET
450,450,0,999,0,2011-12-02 08:03:28.325,1210,1210,0,2003,1,999,2011-12-02 08:02:27.999,NOT_SET
451,451,0,999,0,2011-12-02 12:51:24.638,1214,1214,0,11900,0,999,2011-12-02 12:51:24.638,NOT_SET
452,452,0,999,0,2011-12-02 08:55:54.019,1211,1211,0,2003,0,999,2011-12-02 08:55:54.019,NOT_SET
453,453,0,8,13,2011-11-30 08:21:11.320,1216,1216,0,506,1,201111301,2011-11-30 08:20:11.213,NOT_SET
454,454,0,67,12,2011-12-02 18:17:59.443,1000,500,0,506,0,20111215,2011-12-01 18:33:57.774,NOT_SET
455,455,0,999,0,2011-12-01 21:37:18.613,13400,2003,0,3700,0,999,2011-12-01 21:32:49.015,NOT_SET
456,456,0,8,13,2011-11-30 07:58:05.177,1212,1212,0,506,0,201111301,2011-11-30 07:58:05.177,NOT_SET
457,457,0,999,0,2011-12-01 20:57:10.110,13400,2003,0,11900,0,999,2011-12-01 20:53:21.791,NOT_SET
458,458,0,67,12,2011-12-02 18:18:57.146,1000,500,0,502,0,20111215,2011-12-01 18:35:10.389,NOT_SET
459,459,0,8,13,2011-12-01 11:34:25.228,1222,1222,0,502,0,201111301,2011-12-01 11:34:25.228,NOT_SET
460,460,0,999,0,2011-12-02 07:09:55.936,1204,1204,0,2003,0,999,2011-12-02 07:09:55.936,NOT_SET
461,461,0,999,0,2011-12-02 10:13:15.773,1205,1205,0,2003,0,999,2011-12-02 10:13:15.773,NOT_SET
462,462,0,72,12,2011-12-01 19:33:57.320,1223,1223,0,502,0,20111215,2011-12-01 19:33:57.320,NOT_SET
463,463,0,67,12,2011-12-02 23:13:28.477,15600,10100,0,506,1,20111215,2011-12-01 17:20:21.033,NOT_SET
464,464,0,66,12,2011-12-02 22:18:11.787,1100,500,0,502,0,20111223,2011-12-02 20:52:52.386,NOT_SET
465,465,0,67,12,2011-12-02 22:16:06.187,1000,500,0,502,0,20111215,2011-12-01 17:14:53.522,NOT_SET
467,467,0,97,11,2011-11-22 14:30:27.001,1209,1209,0,506,0,201111223,2011-11-22 14:30:27.001,NOT_SET
468,468,0,8,13,2011-11-30 07:56:57.359,1212,1212,0,502,0,201111301,2011-11-30 07:56:57.359,NOT_SET
469,469,0,999,0,2011-12-03 00:46:36.602,402,403,0,10900,0,999,2011-12-02 21:47:26.003,NOT_SET
470,470,0,999,0,2011-11-30 23:04:22.928,5200,5200,0,11900,0,999,2011-11-30 22:43:40.411,NOT_SET
471,471,0,999,0,2011-12-02 21:33:36.130,13400,2003,0,2003,0,999,2011-12-02 21:28:58.521,NOT_SET
472,472,0,999,0,2011-12-03 00:47:29.508,402,403,0,11900,0,999,2011-12-02 21:53:56.124,NOT_SET
473,473,0,999,0,2011-11-30 23:07:11.210,5200,5200,0,2003,0,999,2011-11-30 22:45:26.964,NOT_SET
474,474,0,999,0,2011-12-01 15:18:38.132,2012,2003,0,11900,0,999,2011-11-22 19:47:14.632,NOT_SET
475,475,0,999,0,2011-12-01 08:18:43.935,1221,1221,0,11900,0,999,2011-12-01 08:18:43.935,NOT_SET
476,476,0,999,0,2011-11-30 23:37:32.519,1300,1221,0,2003,0,999,2011-11-30 23:12:01.327,NOT_SET
477,477,0,8,13,2011-12-01 11:27:29.610,1222,1222,0,502,0,201111301,2011-12-01 11:27:29.610,NOT_SET
478,478,0,66,12,2011-12-02 16:36:14.415,1231,1231,0,506,0,20111223,2011-12-02 16:36:14.415,NOT_SET
479,479,0,67,12,2011-12-02 22:12:13.482,1000,500,0,506,0,20111215,2011-12-01 17:11:07.828,NOT_SET
480,480,0,999,0,2011-12-03 00:49:34.818,2030,403,0,11900,0,999,2011-12-02 22:23:54.040,NOT_SET
481,481,0,999,0,2011-12-03 00:47:47.223,2030,403,0,10900,1,999,2011-12-02 22:18:10.886,NOT_SET
482,482,0,999,0,2011-12-02 12:54:41.240,1214,1214,0,2003,0,999,2011-12-02 12:54:41.240,NOT_SET
483,483,0,67,12,2011-12-02 23:16:24.790,1230,1230,0,502,1,20111224,2011-12-02 21:53:51.718,NOT_SET
485,485,0,999,0,2011-12-02 13:11:32.394,1214,1214,0,2003,0,999,2011-12-02 13:11:32.394,NOT_SET
486,486,0,999,0,2011-12-02 15:57:30.173,506,403,0,2003,0,999,2011-12-01 18:25:42.162,NOT_SET
487,487,0,67,4,2011-12-02 21:07:58.529,3700,3700,0,3700,1,20111215,2011-12-02 21:07:58.529,NOT_SET
488,488,0,999,0,2011-11-30 21:41:31.930,5200,2003,0,2003,0,999,2011-11-30 18:35:38.903,NOT_SET
489,489,0,96,11,2011-12-01 14:10:08.283,1227,1227,0,502,0,201111286,2011-12-01 14:10:08.283,NOT_SET
490,490,0,999,0,2011-12-01 19:35:15.192,1204,1204,0,506,1,20111215,2011-12-01 19:34:14.615,NOT_SET
491,491,0,2,13,2011-11-29 16:26:34.319,1208,1208,0,506,0,201111294,2011-11-29 16:26:34.319,NOT_SET
492,492,0,8,13,2011-12-01 12:26:55.808,1222,1222,0,502,0,201111301,2011-12-01 12:26:55.808,NOT_SET
493,493,0,999,0,2011-11-30 23:01:05.073,5200,5200,0,2003,0,999,2011-11-30 22:52:53.376,NOT_SET
494,494,0,72,12,2011-12-02 21:14:20.879,1223,1223,0,502,0,20111224,2011-12-02 21:14:20.879,NOT_SET
495,495,0,999,0,2011-12-03 00:47:30.219,402,403,0,2003,1,999,2011-12-02 21:35:45.636,NOT_SET
496,496,0,999,0,2011-12-01 23:56:51.232,1226,1226,0,2003,1,999,2011-12-01 23:55:01.534,NOT_SET
497,497,0,2,13,2011-12-01 13:11:04.066,1224,1224,0,506,0,201111294,2011-12-01 13:11:04.066,NOT_SET
498,498,0,999,0,2011-12-02 00:45:07.096,1226,1226,0,2003,0,999,2011-12-02 00:45:07.096,NOT_SET
499,499,0,67,12,2011-12-02 22:36:36.446,1230,1230,0,502,0,20111224,2011-12-02 22:36:36.446,NOT_SET
500,500,0,999,0,2011-12-02 09:42:50.869,13400,2003,0,1800,0,999,2011-12-02 09:02:26.133,NOT_SET
502,502,0,999,0,2011-12-02 21:31:09.329,13400,2003,0,2003,0,999,2011-12-02 21:27:20.920,NOT_SET
504,504,0,66,12,2011-12-02 20:09:31.256,1232,1232,0,506,0,20111223,2011-12-02 20:09:31.256,NOT_SET
505,505,0,67,12,2011-12-02 21:02:11.851,2500,500,0,502,1,20111215,2011-12-01 18:23:34.759,NOT_SET
507,507,0,999,0,2011-11-30 22:24:47.052,5200,5200,0,2003,0,999,2011-11-30 20:12:22.618,NOT_SET
509,509,0,8,13,2011-12-01 12:31:28.510,1222,1222,0,502,0,201111301,2011-12-01 12:31:28.510,NOT_SET
510,510,0,999,0,2011-11-30 23:18:27.382,5200,5200,0,2003,0,999,2011-11-30 23:02:31.478,NOT_SET
511,511,0,96,11,2011-12-01 10:15:21.046,1227,1227,0,506,0,201111286,2011-12-01 10:15:21.046,NOT_SET
512,512,0,999,0,2011-12-02 08:51:46.593,1211,1211,0,2003,0,999,2011-12-02 08:51:46.593,NOT_SET
513,513,0,72,12,2011-12-02 16:07:39.699,1223,1223,0,405,1,0,2011-12-01 16:12:43.799,NOT_SET
514,514,0,999,0,2011-11-30 23:10:11.729,5200,5200,0,2003,0,999,2011-11-30 22:47:15.861,NOT_SET
516,516,0,2,13,2011-12-01 13:14:12.968,1224,1224,0,506,0,201111294,2011-12-01 13:14:12.968,NOT_SET
517,517,0,67,12,2011-11-30 14:57:52.885,702,700,0,502,0,201111302,2011-11-30 12:07:47.520,NOT_SET
519,519,0,999,0,2011-12-01 20:46:46.543,13400,2003,0,11900,0,999,2011-12-01 20:42:50.644,NOT_SET
520,520,0,2,13,2011-12-01 13:54:25.106,1224,1224,0,502,0,201111172,2011-12-01 13:54:25.106,NOT_SET
521,521,0,999,0,2011-11-30 23:00:13.780,5200,5200,0,2003,0,999,2011-11-30 22:51:18.390,NOT_SET
522,522,0,999,0,2011-12-02 12:40:55.192,1207,1207,0,2003,0,999,2011-12-02 12:40:55.192,NOT_SET
523,523,0,999,0,2011-11-30 22:21:36.778,5200,5200,0,2003,0,999,2011-11-30 20:04:47.183,NOT_SET
524,524,0,72,8,2011-12-01 19:39:27.395,1223,1223,0,502,0,20111215,2011-12-01 19:39:27.395,NOT_SET
527,527,0,66,12,2011-12-02 19:52:03.579,1232,1232,0,506,1,20111223,2011-12-02 19:49:28.206,NOT_SET
528,528,0,999,0,2011-12-01 15:20:48.129,2005,2003,0,10900,1,999,2011-12-01 09:27:57.878,NOT_SET
529,529,0,97,11,2011-11-30 14:47:45.181,706,700,0,506,0,201111223,2011-11-22 15:37:07.153,NOT_SET
531,531,0,7,13,2011-11-21 08:17:20.283,1219,1219,0,502,0,201111214,2011-11-21 08:17:20.283,NOT_SET
534,534,0,2,0,2011-11-22 11:23:07.159,1500,1800,0,1800,0,999,2011-11-22 10:06:29.167,NOT_SET
536,536,0,2,12,2011-12-01 13:18:59.470,1224,1224,0,502,0,201111294,2011-12-01 13:18:59.470,NOT_SET
537,537,0,7,13,2011-11-21 10:43:31.385,1225,1225,0,506,0,201111214,2011-11-21 10:43:31.385,NOT_SET
538,538,0,8,13,2011-12-01 11:25:47.684,1222,1222,0,502,0,201111301,2011-12-01 11:25:47.684,NOT_SET
539,539,0,66,12,2011-12-02 20:17:24.687,1232,1232,0,502,0,20111223,2011-12-02 20:17:24.687,NOT_SET
540,540,0,97,11,2011-11-30 14:34:48.824,706,700,0,506,0,201111223,2011-11-22 15:24:56.112,NOT_SET
541,541,0,999,0,2011-11-30 22:41:50.353,5200,5200,0,2003,0,999,2011-11-30 22:29:04.382,NOT_SET
542,542,0,7,13,2011-11-21 10:45:56.694,1225,1225,0,506,0,201111214,2011-11-21 10:45:56.694,NOT_SET
543,543,0,66,12,2011-12-02 17:10:13.857,1231,1231,0,506,0,20111223,2011-12-02 17:10:13.857,NOT_SET
544,544,0,67,12,2011-11-30 14:59:27.601,702,700,0,506,0,201111302,2011-11-30 12:19:58.972,NOT_SET
545,545,0,999,0,2011-12-02 01:24:54.619,1226,1226,0,2003,0,999,2011-12-02 01:24:54.619,NOT_SET
547,547,0,66,12,2011-12-02 17:06:56.343,1231,1231,0,502,0,20111223,2011-12-02 17:06:56.343,NOT_SET
548,548,0,999,0,2011-12-02 11:03:39.932,1217,1217,0,11900,0,999,2011-12-02 11:03:39.932,NOT_SET
549,549,0,66,12,2011-12-02 18:49:47.157,1233,1233,0,506,0,20111223,2011-12-02 18:49:47.157,NOT_SET
550,550,0,999,0,2011-12-03 00:46:23.934,2003,2003,0,11900,0,999,2011-12-02 22:37:33.979,NOT_SET
551,551,0,66,12,2011-12-02 20:15:49.790,1100,500,0,502,0,20111223,2011-12-02 17:24:56.376,NOT_SET
552,552,0,999,0,2011-12-02 11:30:01.035,1217,1217,0,2003,0,999,2011-12-02 11:30:01.035,NOT_SET
553,553,0,8,13,2011-12-01 11:29:15.413,1222,1222,0,506,0,201111301,2011-12-01 11:29:15.413,NOT_SET
554,554,0,999,0,2011-11-30 22:28:49.080,5200,5200,0,2003,0,999,2011-11-30 22:04:37.582,NOT_SET
555,555,0,999,0,2011-12-02 07:12:06.634,1204,1204,0,2003,0,999,2011-12-02 07:12:06.634,NOT_SET
556,556,0,67,12,2011-11-30 14:54:43.392,702,700,0,506,0,201111302,2011-11-30 12:05:07.310,NOT_SET
557,557,0,67,12,2011-12-02 23:28:25.326,15500,10100,0,506,0,20111224,2011-12-02 21:51:36.413,NOT_SET
558,558,0,999,0,2011-12-01 20:26:11.367,13400,2003,0,11900,0,999,2011-12-01 20:22:08.067,NOT_SET
561,561,0,66,12,2011-12-02 20:34:20.547,1233,1233,0,506,0,20111223,2011-12-02 20:34:20.547,NOT_SET
562,562,0,96,11,2011-11-30 14:27:55.520,706,700,0,502,1,688,2011-11-28 12:00:00.0,NOT_SET
563,563,0,96,0,2011-12-02 16:29:03.175,12400,11900,0,11900,0,999,2011-12-02 16:16:19.737,NOT_SET
565,565,0,67,12,2011-12-02 22:13:12.677,1000,500,0,502,1,20111215,2011-12-01 18:32:52.370,NOT_SET
567,567,0,999,0,2011-12-01 21:46:28.373,13400,2003,0,11900,0,999,2011-12-01 21:42:32.574,NOT_SET
568,568,0,72,9,2011-12-01 19:36:58.991,1223,1223,0,506,0,20111215,2011-12-01 19:36:58.991,NOT_SET
569,569,0,66,12,2011-12-02 19:58:41.241,1232,1232,0,506,0,20111223,2011-12-02 19:58:41.241,NOT_SET
570,570,0,999,0,2011-12-01 21:36:13.018,13400,2003,0,10900,0,999,2011-12-01 21:31:58.112,NOT_SET
571,571,0,999,0,2011-11-30 22:40:48.804,5200,5200,0,2003,0,999,2011-11-30 22:26:30.761,NOT_SET
572,572,0,66,12,2011-12-02 22:20:52.889,500,500,0,502,0,20111223,2011-12-02 17:54:11.590,NOT_SET
573,573,0,999,0,2011-12-02 11:31:53.257,1215,1215,0,2003,1,999,2011-12-02 11:30:53.250,NOT_SET
574,574,0,999,0,2011-12-01 11:12:28.174,2005,2003,0,11900,1,999,2011-12-01 09:27:06.985,NOT_SET
575,575,0,7,13,2011-12-02 11:42:38.705,1219,1219,0,502,1,201111214,2011-11-21 08:15:07.282,NOT_SET
576,576,0,999,0,2011-12-02 08:21:40.376,1210,1210,0,2003,0,999,2011-12-02 08:21:40.376,NOT_SET
577,577,0,7,13,2011-11-21 10:48:19.029,1225,1225,0,502,0,201111214,2011-11-21 10:48:19.029,NOT_SET
578,578,0,999,0,2011-11-30 22:26:22.258,5200,5200,0,2003,0,999,2011-11-30 20:14:04.715,NOT_SET
579,579,0,66,12,2011-12-02 17:45:21.768,1231,1231,0,506,0,20111223,2011-12-02 17:45:21.768,NOT_SET
580,580,0,66,12,2011-12-02 20:41:38.167,1100,500,0,506,0,20111223,2011-12-02 17:25:47.370,NOT_SET
581,581,0,999,0,2011-12-02 11:31:58.654,1215,1215,0,2003,0,999,2011-12-02 11:31:58.654,NOT_SET
582,582,0,999,0,2011-12-01 21:56:42.687,13400,2003,0,11900,0,999,2011-12-01 21:52:54.378,NOT_SET
583,583,0,999,0,2011-12-02 12:44:33.086,1207,1207,0,2003,0,999,2011-12-02 12:44:33.086,NOT_SET
584,584,0,999,0,2011-12-02 07:14:14.568,1206,1206,0,2003,1,999,2011-12-02 07:13:14.071,NOT_SET
585,585,0,999,0,2011-12-01 23:57:46.141,1226,1226,0,2003,0,999,2011-12-01 23:57:46.141,NOT_SET
586,586,0,66,12,2011-12-02 23:00:34.974,15500,10100,0,506,1,20111223,2011-12-02 17:57:15.885,NOT_SET
587,587,0,999,0,2011-12-01 21:35:00.114,13400,2003,0,11900,0,999,2011-12-01 21:31:11.805,NOT_SET
588,588,0,999,0,2011-12-01 22:08:38.236,13400,2003,0,11900,0,999,2011-12-01 22:04:49.727,NOT_SET
589,589,0,999,0,2011-12-02 07:11:01.230,1204,1204,0,2003,0,999,2011-12-02 07:11:01.230,NOT_SET
590,590,0,66,12,2011-12-02 23:22:10.427,15400,10100,0,502,0,20111223,2011-12-02 17:58:43.181,NOT_SET
592,592,0,999,0,2011-12-01 00:03:22.107,1221,1221,0,2003,0,999,2011-12-01 00:03:22.107,NOT_SET
593,593,0,999,0,2011-12-01 14:45:49.211,5200,5200,0,2003,1,999,2011-11-30 18:32:50.941,NOT_SET
595,595,0,8,13,2011-12-01 11:32:43.612,1222,1222,0,506,0,201111301,2011-12-01 11:32:43.612,NOT_SET
596,596,0,67,12,2011-12-02 23:24:26.032,15200,10100,0,506,0,20111215,2011-12-01 17:23:23.235,NOT_SET
597,597,0,8,4,2011-11-21 18:33:59.826,1500,1800,0,1800,0,999,2011-11-21 17:49:53.501,NOT_SET
598,598,0,999,0,2011-11-30 22:56:34.384,5200,5200,0,2003,0,999,2011-11-30 22:39:39.905,NOT_SET
599,599,0,999,0,2011-11-30 22:22:28.182,5200,5200,0,2003,0,999,2011-11-30 20:06:21.999,NOT_SET
600,600,0,999,0,2011-12-02 18:34:48.104,13400,2003,0,10900,0,999,2011-12-02 18:30:10.715,NOT_SET
